name,perception,maxforce,timestamp,result,rendering,Sequence
M2_I_1,1,0.0,2024-10-03 15:32:38,0.0,0.06,2
M2_I_1,2,0.1,2024-10-03 15:32:44,0.1,0.06,2
M2_I_1,2,0.1,2024-10-03 15:32:49,0.1,0.06,2
M2_I_1,5,1.0,2024-10-03 15:32:56,1.0,0.06,2
M2_I_1,4,0.5,2024-10-03 15:33:05,0.5,0.06,2
M2_I_1,2,0.1,2024-10-03 15:33:13,0.1,0.06,2
M2_I_1,1,0.0,2024-10-03 15:33:19,0.0,0.06,2
M2_I_1,1,0.0,2024-10-03 15:33:24,0.0,0.06,2
M2_I_1,4,0.5,2024-10-03 15:33:32,0.5,0.06,2
M2_I_1,3,0.3,2024-10-03 15:33:37,0.3,0.06,2
M2_I_1,2,0.1,2024-10-03 15:33:43,0.3,0.06,2
M2_I_1,4,0.5,2024-10-03 15:33:49,0.5,0.06,2
M2_I_1,5,1.0,2024-10-03 15:33:55,1.0,0.06,2
M2_I_1,2,0.1,2024-10-03 15:34:02,0.3,0.06,2
M2_I_1,2,0.1,2024-10-03 15:34:09,0.1,0.06,2
M2_I_1,3,0.3,2024-10-03 15:34:22,0.3,0.06,2
M2_I_1,1,0.0,2024-10-03 15:34:27,0.0,0.06,2
M2_I_1,4,0.5,2024-10-03 15:34:34,1.0,0.06,2
M2_I_1,4,0.5,2024-10-03 15:34:42,0.5,0.06,2
M2_I_1,3,0.3,2024-10-03 15:34:47,0.3,0.06,2
M2_I_1,5,1.0,2024-10-03 15:34:59,1.0,0.06,2
M2_I_1,5,1.0,2024-10-03 15:35:09,1.0,0.06,2
M2_I_1,4,0.5,2024-10-03 15:35:16,0.5,0.06,2
M2_I_1,3,0.3,2024-10-03 15:35:34,0.1,0.06,2
M2_I_1,1,0.0,2024-10-03 15:35:40,0.0,0.06,2
