name,perception,maxforce,timestamp,result,rendering,Sequence
M5_S_1,5,1.0,2024-10-05 21:30:24,1.0,0.06,1
M5_S_1,5,1.0,2024-10-05 21:30:29,1.0,0.06,1
M5_S_1,2,0.1,2024-10-05 21:30:44,0.3,0.06,1
M5_S_1,5,1.0,2024-10-05 21:30:52,1.0,0.06,1
M5_S_1,1,0.0,2024-10-05 21:30:56,0.0,0.06,1
M5_S_1,5,1.0,2024-10-05 21:31:00,1.0,0.06,1
M5_S_1,3,0.3,2024-10-05 21:31:15,0.5,0.06,1
M5_S_1,2,0.1,2024-10-05 21:31:21,0.1,0.06,1
M5_S_1,4,0.5,2024-10-05 21:31:28,0.5,0.06,1
M5_S_1,2,0.1,2024-10-05 21:31:32,0.1,0.06,1
M5_S_1,3,0.3,2024-10-05 21:31:49,0.5,0.06,1
M5_S_1,2,0.1,2024-10-05 21:31:54,0.1,0.06,1
M5_S_1,5,1.0,2024-10-05 21:31:59,1.0,0.06,1
M5_S_1,1,0.0,2024-10-05 21:32:02,0.0,0.06,1
M5_S_1,2,0.1,2024-10-05 21:32:07,0.1,0.06,1
M5_S_1,4,0.5,2024-10-05 21:32:11,0.5,0.06,1
M5_S_1,2,0.1,2024-10-05 21:32:15,0.1,0.06,1
M5_S_1,3,0.3,2024-10-05 21:32:26,0.3,0.06,1
M5_S_1,4,0.5,2024-10-05 21:32:47,0.3,0.06,1
M5_S_1,1,0.0,2024-10-05 21:32:50,0.0,0.06,1
M5_S_1,1,0.0,2024-10-05 21:32:54,0.0,0.06,1
M5_S_1,3,0.3,2024-10-05 21:33:02,0.3,0.06,1
M5_S_1,1,0.0,2024-10-05 21:33:05,0.0,0.06,1
M5_S_1,4,0.5,2024-10-05 21:33:13,0.5,0.06,1
M5_S_1,4,0.5,2024-10-05 21:33:52,0.3,0.06,1
