name,perception,maxforce,timestamp
minju_S,3,0.3,2024-08-27 09:22:48
minju_S,3,0.3,2024-08-27 09:23:03
minju_S,1,0.0,2024-08-27 09:23:09
minju_S,2,0.1,2024-08-27 09:23:17
minju_S,4,0.6,2024-08-27 09:23:27
minju_S,3,0.3,2024-08-27 09:23:40
minju_S,4,0.6,2024-08-27 09:23:53
minju_S,3,0.3,2024-08-27 09:24:08
minju_S,4,0.6,2024-08-27 09:24:20
minju_S,5,1.0,2024-08-27 09:24:33
minju_S,4,0.6,2024-08-27 09:24:42
minju_S,1,0.0,2024-08-27 09:24:48
minju_S,3,0.3,2024-08-27 09:24:59
minju_S,2,0.1,2024-08-27 09:25:04
minju_S,2,0.1,2024-08-27 09:25:10
minju_S,3,0.3,2024-08-27 09:25:21
minju_S,3,0.3,2024-08-27 09:25:32
minju_S,5,1.0,2024-08-27 09:25:51
minju_S,1,0.0,2024-08-27 09:25:55
minju_S,5,1.0,2024-08-27 09:26:03
minju_S,4,0.6,2024-08-27 09:26:20
minju_S,1,0.0,2024-08-27 09:26:24
minju_S,5,1.0,2024-08-27 09:26:39
minju_S,3,0.3,2024-08-27 09:26:48
minju_S,5,1.0,2024-08-27 09:26:56
minju_S,4,0.6,2024-08-27 09:27:03
minju_S,4,0.6,2024-08-27 09:27:12
minju_S,5,1.0,2024-08-27 09:27:18
minju_S,5,1.0,2024-08-27 09:27:24
minju_S,2,0.1,2024-08-27 09:27:31
minju_S,2,0.1,2024-08-27 09:27:37
minju_S,1,0.0,2024-08-27 09:27:42
minju_S,4,0.6,2024-08-27 09:27:50
minju_S,5,1.0,2024-08-27 09:27:54
minju_S,1,0.0,2024-08-27 09:27:58
minju_S,1,0.0,2024-08-27 09:28:03
minju_S,1,0.0,2024-08-27 09:28:08
minju_S,1,0.0,2024-08-27 09:28:13
minju_S,1,0.0,2024-08-27 09:28:19
minju_S,4,0.6,2024-08-27 09:28:27
minju_S,4,0.6,2024-08-27 09:28:39
minju_S,5,1.0,2024-08-27 09:28:45
minju_S,5,1.0,2024-08-27 09:29:01
minju_S,3,0.3,2024-08-27 09:29:08
minju_S,4,0.6,2024-08-27 09:29:16
minju_S,3,0.3,2024-08-27 09:29:24
minju_S,4,0.6,2024-08-27 09:29:33
minju_S,5,1.0,2024-08-27 09:29:39
minju_S,5,1.0,2024-08-27 09:29:45
minju_S,3,0.3,2024-08-27 09:29:55
