Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
M8_1,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),No,,,2024-10-21 15:26:47,
M8_1,0.5,0,0.01,0.01,0.5,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:338.0351|y:234.4452|z:2.378097),Pos(x:-0.5729587|y:1.162691|z:1.361612)|Rot(x:349.6727|y:236.8294|z:19.92804),Pos(x:-0.5568985|y:1.208038|z:1.352145)|Rot(x:9.087917|y:252.7271|z:59.3232),Pos(x:-0.5518135|y:1.222396|z:1.328057)|Rot(x:9.087898|y:252.7271|z:59.32318),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:24.32682|y:94.88177|z:359.7279),Pos(x:-0.5714976|y:1.238505|z:1.353583)|Rot(x:49.48153|y:94.70373|z:359.6183),Pos(x:-0.551847|y:1.255368|z:1.351793)|Rot(x:72.12012|y:94.22522|z:359.1924),Pos(x:-0.5263463|y:1.263626|z:1.349529)|Rot(x:72.12016|y:94.22506|z:359.1922),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:22.71925|y:90|z:0),Pos(x:-0.5727869|y:1.245103|z:1.328133)|Rot(x:50.28757|y:90|z:0),Pos(x:-0.5514633|y:1.262813|z:1.328133)|Rot(x:75.09908|y:90|z:0),Pos(x:-0.524115|y:1.270091|z:1.328133)|Rot(x:75.09901|y:90.00018|z:0.0001726475),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:19.05046|y:87.05513|z:0.1575294),Pos(x:-0.5762433|y:1.236241|z:1.304877)|Rot(x:43.11807|y:87.1431|z:0.2039712),Pos(x:-0.558264|y:1.255471|z:1.305868)|Rot(x:61.63921|y:57.68806|z:333.7697),Pos(x:-0.5349569|y:1.266464|z:1.307117)|Rot(x:61.6392|y:57.68806|z:333.7697),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:19.05727|y:85.0918|z:356.4822),Pos(x:-0.5750245|y:1.22094|z:1.282254)|Rot(x:43.12466|y:85.23839|z:356.5596),Pos(x:-0.5624303|y:1.234335|z:1.282196)|Rot(x:64.69816|y:95.24748|z:5.591732),Pos(x:-0.545056|y:1.242502|z:1.282479)|Rot(x:64.69821|y:95.2474|z:5.591653),Yes,0.5,StressBall (UnityEngine.GameObject),2024-10-21 15:27:17,
M8_1,0.09,0,0.09,0.09,0.3,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:336.1972|y:227.2322|z:356.7196),Pos(x:-0.5760865|y:1.162112|z:1.367411)|Rot(x:343.4997|y:227.5379|z:7.78475),Pos(x:-0.5614244|y:1.20869|z:1.371826)|Rot(x:358.8652|y:233.1714|z:32.18524),Pos(x:-0.5519423|y:1.232806|z:1.359962)|Rot(x:358.8652|y:233.1714|z:32.18523),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:19.60622|y:94.90556|z:359.7368),Pos(x:-0.5750617|y:1.239948|z:1.353888)|Rot(x:41.68152|y:94.77309|z:359.668),Pos(x:-0.557874|y:1.259333|z:1.352302)|Rot(x:61.54903|y:94.53623|z:359.4795),Pos(x:-0.5343172|y:1.272148|z:1.350188)|Rot(x:61.54908|y:94.53613|z:359.4794),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:22.41336|y:90|z:0),Pos(x:-0.5730472|y:1.245211|z:1.328133)|Rot(x:51.63771|y:90|z:0),Pos(x:-0.5513122|y:1.262414|z:1.328133)|Rot(x:77.93966|y:90|z:0),Pos(x:-0.5236369|y:1.268327|z:1.328133)|Rot(x:77.93962|y:90.00024|z:0.0002288246),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:17.05785|y:87.04939|z:0.1557544),Pos(x:-0.5777799|y:1.236742|z:1.304798)|Rot(x:40.57484|y:87.13119|z:0.1960197),Pos(x:-0.5606706|y:1.256752|z:1.305746)|Rot(x:58.957|y:60.18731|z:336.6551),Pos(x:-0.5379784|y:1.268968|z:1.306965)|Rot(x:58.95699|y:60.18733|z:336.6552),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:17.06467|y:85.08226|z:356.4793),Pos(x:-0.5763214|y:1.221365|z:1.282142)|Rot(x:40.58146|y:85.21854|z:356.5464),Pos(x:-0.5643316|y:1.235303|z:1.282034)|Rot(x:61.70293|y:94.21773|z:4.453203),Pos(x:-0.547413|y:1.244377|z:1.282281)|Rot(x:61.70297|y:94.21765|z:4.453123),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-21 15:27:47,
M8_1,0.1,0,0.1,0.1,0.1,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:316.7342|y:223.5882|z:16.86423),Pos(x:-0.558284|y:1.152602|z:1.365631)|Rot(x:325.2921|y:228.1453|z:28.16511),Pos(x:-0.5245103|y:1.188136|z:1.364815)|Rot(x:340.0306|y:241.8751|z:51.47703),Pos(x:-0.5086532|y:1.204819|z:1.348009)|Rot(x:340.0305|y:241.8751|z:51.47701),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:14.12632|y:94.93147|z:359.7443),Pos(x:-0.5793306|y:1.241247|z:1.354256)|Rot(x:46.45943|y:94.73296|z:359.6401),Pos(x:-0.5605935|y:1.259127|z:1.352541)|Rot(x:75.55811|y:94.03101|z:359.0057),Pos(x:-0.5346447|y:1.265835|z:1.350244)|Rot(x:75.55816|y:94.03078|z:359.0055),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:17.94559|y:90|z:0),Pos(x:-0.5769111|y:1.246631|z:1.328133)|Rot(x:53.23455|y:90|z:0),Pos(x:-0.5547051|y:1.263222|z:1.328133)|Rot(x:84.99469|y:90|z:0),Pos(x:-0.5265131|y:1.265691|z:1.328133)|Rot(x:84.99461|y:90.00051|z:0.0005088386),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:13.1283|y:87.03842|z:0.1528926),Pos(x:-0.5808568|y:1.237573|z:1.304639)|Rot(x:39.67894|y:87.12722|z:0.1934575),Pos(x:-0.5640621|y:1.257848|z:1.305571)|Rot(x:60.58366|y:58.73628|z:334.9704),Pos(x:-0.5409908|y:1.26933|z:1.306808)|Rot(x:60.58363|y:58.73631|z:334.9704),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:13.13514|y:85.064|z:356.4745),Pos(x:-0.5789183|y:1.222068|z:1.281918)|Rot(x:39.68556|y:85.2119|z:356.5421),Pos(x:-0.5671471|y:1.236192|z:1.281792)|Rot(x:63.51212|y:94.81046|z:5.111769),Pos(x:-0.5499477|y:1.244721|z:1.282061)|Rot(x:63.51217|y:94.81039|z:5.111683),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-21 15:28:17,
M8_1,0,0,0,0,0.22,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:342.0308|y:221.5615|z:346.8441),Pos(x:-0.5860958|y:1.162675|z:1.370053)|Rot(x:348.4624|y:220.6185|z:357.0075),Pos(x:-0.5816631|y:1.210649|z:1.379153)|Rot(x:2.858321|y:222.6781|z:19.27421),Pos(x:-0.5756563|y:1.237518|z:1.37179)|Rot(x:2.858307|y:222.6781|z:19.2742),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:21.62857|y:94.89555|z:359.7333),Pos(x:-0.5735204|y:1.239366|z:1.353756)|Rot(x:52.5219|y:94.67046|z:359.5925),Pos(x:-0.5530061|y:1.255159|z:1.351895)|Rot(x:80.32387|y:93.53946|z:358.5246),Pos(x:-0.5265909|y:1.259679|z:1.349567)|Rot(x:80.32393|y:93.53901|z:358.5242),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:18.87984|y:90|z:0),Pos(x:-0.5760942|y:1.246359|z:1.328133)|Rot(x:47.37857|y:90|z:0),Pos(x:-0.5556969|y:1.265129|z:1.328133)|Rot(x:73.0274|y:90|z:0),Pos(x:-0.5286295|y:1.27339|z:1.328133)|Rot(x:73.0274|y:90.00017|z:0.0001520863),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:14.2035|y:87.04137|z:0.1535909),Pos(x:-0.5800093|y:1.237367|z:1.304683)|Rot(x:36.77245|y:87.11498|z:0.1858861),Pos(x:-0.564263|y:1.258469|z:1.305562)|Rot(x:54.74595|y:63.22346|z:340.2931),Pos(x:-0.542636|y:1.272489|z:1.306731)|Rot(x:54.74596|y:63.22347|z:340.2931),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:14.21033|y:85.06892|z:356.4757),Pos(x:-0.5782031|y:1.221893|z:1.28198)|Rot(x:36.77913|y:85.1915|z:356.5295),Pos(x:-0.5671602|y:1.236593|z:1.281792)|Rot(x:57.0995|y:93.01807|z:3.084015),Pos(x:-0.5510309|y:1.247007|z:1.281976)|Rot(x:57.09956|y:93.01801|z:3.08395),No,,,2024-10-21 15:28:47,
M8_1,1,0,0,0.01,1,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:326.2845|y:232.1788|z:359.9612),Pos(x:-0.5681337|y:1.158527|z:1.368522)|Rot(x:333.1197|y:232.8748|z:10.09378),Pos(x:-0.545546|y:1.201583|z:1.374843)|Rot(x:347.4676|y:238.6917|z:31.81968),Pos(x:-0.5332479|y:1.225223|z:1.364735)|Rot(x:347.4676|y:238.6917|z:31.81966),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:11.84302|y:94.94186|z:359.7466),Pos(x:-0.5811422|y:1.241667|z:1.354412)|Rot(x:24.2604|y:94.8821|z:359.728),Pos(x:-0.5705267|y:1.26533|z:1.353382)|Rot(x:35.43604|y:94.81743|z:359.6957),Pos(x:-0.5549975|y:1.287247|z:1.35193)|Rot(x:35.43609|y:94.81733|z:359.6956),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:20.50214|y:90|z:0),Pos(x:-0.5746865|y:1.245855|z:1.328133)|Rot(x:48.43119|y:90|z:0),Pos(x:-0.5539478|y:1.264247|z:1.328133)|Rot(x:73.56738|y:90|z:0),Pos(x:-0.5268038|y:1.272253|z:1.328133)|Rot(x:73.56728|y:90.00018|z:0.000169011),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:15.82049|y:87.04589|z:0.1547588),Pos(x:-0.5787426|y:1.237027|z:1.304748)|Rot(x:38.5493|y:87.12234|z:0.190383),Pos(x:-0.5623503|y:1.25763|z:1.30566)|Rot(x:56.49583|y:62.07058|z:338.8903),Pos(x:-0.5402662|y:1.270916|z:1.30685)|Rot(x:56.49583|y:62.07055|z:338.8903),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:15.82731|y:85.07643|z:356.4776),Pos(x:-0.5771339|y:1.221605|z:1.282072)|Rot(x:38.55593|y:85.20377|z:356.537),Pos(x:-0.5656423|y:1.235957|z:1.281922)|Rot(x:59.00042|y:93.46762|z:3.603968),Pos(x:-0.5491742|y:1.245826|z:1.282133)|Rot(x:59.00048|y:93.46758|z:3.60391),Yes,1,StressBall (UnityEngine.GameObject),2024-10-21 15:29:17,
M8_1,0.03,0,0.02,0.02,0.03,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:320.4672|y:227.3111|z:9.646607),Pos(x:-0.5621256|y:1.15539|z:1.366827)|Rot(x:328.6368|y:230.0569|z:21.00832),Pos(x:-0.5325765|y:1.194473|z:1.368645)|Rot(x:343.2636|y:240.1314|z:43.60376),Pos(x:-0.5176343|y:1.214237|z:1.35456)|Rot(x:343.2636|y:240.1315|z:43.60374),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:16.15403|y:94.92205|z:359.7419),Pos(x:-0.5777368|y:1.240814|z:1.354118)|Rot(x:69.37512|y:94.33505|z:359.2961),Pos(x:-0.5535399|y:1.249957|z:1.351964)|Rot(x:62.72234|y:275.4747|z:180.541),Pos(x:-0.5297172|y:1.237629|z:1.349936)|Rot(x:62.7223|y:275.4749|z:180.5412),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:29.49862|y:90|z:0),Pos(x:-0.5671797|y:1.242354|z:1.328133)|Rot(x:75.70539|y:90|z:0),Pos(x:-0.5403183|y:1.249199|z:1.328133)|Rot(x:62.70849|y:270|z:180),Pos(x:-0.5151685|y:1.236223|z:1.328133)|Rot(x:62.70854|y:269.9999|z:179.9999),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:20.2558|y:87.05864|z:0.1587047),Pos(x:-0.5753226|y:1.235911|z:1.304924)|Rot(x:53.25293|y:87.20313|z:0.248879),Pos(x:-0.5542442|y:1.251673|z:1.306069)|Rot(x:74.85928|y:24.17893|z:298.0249),Pos(x:-0.5286747|y:1.254839|z:1.307415)|Rot(x:74.85927|y:24.17895|z:298.0249),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:18.72416|y:85.09019|z:356.4817),Pos(x:-0.5752403|y:1.221014|z:1.282235)|Rot(x:49.52328|y:85.29672|z:356.6019),Pos(x:-0.5612367|y:1.232929|z:1.282294)|Rot(x:76.78024|y:104.493|z:15.2718),Pos(x:-0.5425137|y:1.237164|z:1.282678)|Rot(x:76.78032|y:104.4929|z:15.27163),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-21 15:29:47,
M8_1,0.03,0,0.01,0.01,0.03,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:327.3042|y:230.7957|z:6.991747),Pos(x:-0.5657465|y:1.158681|z:1.364292)|Rot(x:337.1338|y:233.5835|z:21.2185),Pos(x:-0.5409197|y:1.200795|z:1.360556)|Rot(x:354.2581|y:246.3729|z:50.99803),Pos(x:-0.5303991|y:1.218642|z:1.340983)|Rot(x:354.2581|y:246.3729|z:50.99801),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:27.67|y:94.86385|z:359.72),Pos(x:-0.5690508|y:1.237308|z:1.353374)|Rot(x:65.52872|y:94.44903|z:359.4014),Pos(x:-0.54552|y:1.248059|z:1.351272)|Rot(x:80.39332|y:276.459|z:181.486),Pos(x:-0.519096|y:1.243571|z:1.348982)|Rot(x:80.39324|y:276.4594|z:181.4863),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:28.04649|y:90|z:0),Pos(x:-0.5683527|y:1.242999|z:1.328133)|Rot(x:66.9436|y:90|z:0),Pos(x:-0.5428474|y:1.253855|z:1.328133)|Rot(x:78.04903|y:270|z:180),Pos(x:-0.5151608|y:1.247994|z:1.328133)|Rot(x:78.04905|y:269.9998|z:179.9997),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:23.08148|y:87.06715|z:0.1618505),Pos(x:-0.5731927|y:1.235064|z:1.305034)|Rot(x:55.75358|y:87.22241|z:0.2645864),Pos(x:-0.5514476|y:1.249889|z:1.306211)|Rot(x:75.73518|y:16.44951|z:290.0289),Pos(x:-0.5257751|y:1.252067|z:1.30756)|Rot(x:75.73518|y:16.44951|z:290.0289),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:18.72416|y:85.09019|z:356.4817),Pos(x:-0.5752403|y:1.221014|z:1.282235)|Rot(x:49.52328|y:85.29672|z:356.6019),Pos(x:-0.5612367|y:1.232929|z:1.282294)|Rot(x:76.78024|y:104.493|z:15.2718),Pos(x:-0.5425137|y:1.237164|z:1.282678)|Rot(x:76.78032|y:104.4929|z:15.27163),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-21 15:30:17,
M8_1,0,0,0,0.05,0.09,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:327.8755|y:230.3632|z:355.2424),Pos(x:-0.5717721|y:1.159062|z:1.371202)|Rot(x:334.8891|y:230.4444|z:5.922043),Pos(x:-0.5525939|y:1.203221|z:1.380481)|Rot(x:349.8765|y:235.3242|z:28.67081),Pos(x:-0.5411999|y:1.227838|z:1.371737)|Rot(x:349.8765|y:235.3242|z:28.67079),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:20.6174|y:94.90057|z:359.7351),Pos(x:-0.5742885|y:1.239664|z:1.353822)|Rot(x:60.08879|y:94.56284|z:359.5027),Pos(x:-0.55188|y:1.252607|z:1.351808)|Rot(x:84.37991|y:277.5145|z:182.5328),Pos(x:-0.5252097|y:1.249975|z:1.349489)|Rot(x:84.37991|y:277.5151|z:182.5334),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:22.09185|y:90|z:0),Pos(x:-0.5733215|y:1.245323|z:1.328133)|Rot(x:62.75507|y:90|z:0),Pos(x:-0.5486771|y:1.258013|z:1.328133)|Rot(x:80.64809|y:270|z:180),Pos(x:-0.5207533|y:1.253414|z:1.328133)|Rot(x:80.64813|y:269.9997|z:179.9997),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:17.47164|y:87.05057|z:0.1561025),Pos(x:-0.5774595|y:1.236642|z:1.304814)|Rot(x:50.3926|y:87.18364|z:0.233555),Pos(x:-0.5571929|y:1.253437|z:1.305919)|Rot(x:73.3218|y:32.93801|z:307.1385),Pos(x:-0.5318185|y:1.257908|z:1.307259)|Rot(x:73.32181|y:32.93805|z:307.1385),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:18.72416|y:85.09019|z:356.4817),Pos(x:-0.5752403|y:1.221014|z:1.282235)|Rot(x:49.52328|y:85.29672|z:356.6019),Pos(x:-0.5612367|y:1.232929|z:1.282294)|Rot(x:76.78024|y:104.493|z:15.2718),Pos(x:-0.5425137|y:1.237164|z:1.282678)|Rot(x:76.78032|y:104.4929|z:15.27163),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-21 15:30:47,
M8_1,0,0,0,0,0,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:336.329|y:227.7184|z:358.4722),Pos(x:-0.575118|y:1.162205|z:1.366275)|Rot(x:346.488|y:228.8659|z:13.76613),Pos(x:-0.5590627|y:1.208508|z:1.364807)|Rot(x:5.971602|y:240.5851|z:48.59853),Pos(x:-0.5502715|y:1.227254|z:1.345222)|Rot(x:5.971595|y:240.5851|z:48.59853),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:19.99765|y:94.90362|z:359.7361),Pos(x:-0.5747618|y:1.23984|z:1.353863)|Rot(x:53.95033|y:94.65321|z:359.5787),Pos(x:-0.5538615|y:1.255114|z:1.35197)|Rot(x:84.50339|y:92.41628|z:357.4105),Pos(x:-0.5271875|y:1.257688|z:1.349628)|Rot(x:84.50346|y:92.41554|z:357.4098),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:23.37437|y:90|z:0),Pos(x:-0.5722313|y:1.244866|z:1.328133)|Rot(x:61.96969|y:90|z:0),Pos(x:-0.5477633|y:1.257893|z:1.328133)|Rot(x:83.29451|y:270|z:180),Pos(x:-0.5196568|y:1.254588|z:1.328133)|Rot(x:83.29454|y:269.9996|z:179.9996),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:21.89827|y:87.06354|z:0.1604688),Pos(x:-0.5740795|y:1.235432|z:1.304988)|Rot(x:58.31202|y:87.2449|z:0.2834614),Pos(x:-0.551695|y:1.24927|z:1.306196)|Rot(x:76.52225|y:352.4747|z:265.3405),Pos(x:-0.5259348|y:1.248781|z:1.307543)|Rot(x:76.52225|y:352.4747|z:265.3405),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:18.72416|y:85.09019|z:356.4817),Pos(x:-0.5752403|y:1.221014|z:1.282235)|Rot(x:49.52328|y:85.29672|z:356.6019),Pos(x:-0.5612367|y:1.232929|z:1.282294)|Rot(x:76.78024|y:104.493|z:15.2718),Pos(x:-0.5425137|y:1.237164|z:1.282678)|Rot(x:76.78032|y:104.4929|z:15.27163),Yes,0,StressBall (UnityEngine.GameObject),2024-10-21 15:31:17,
M8_1,0.3,0.18,0.38,0.46,0.49,Pos(x:-0.587369|y:1.122002|z:1.353552)|Rot(x:329.4976|y:231.9538|z:4.420915),Pos(x:-0.5677828|y:1.159724|z:1.364582)|Rot(x:339.2413|y:234.1616|z:18.70083),Pos(x:-0.5452345|y:1.20315|z:1.361476)|Rot(x:356.5201|y:245.8169|z:48.49192),Pos(x:-0.5354456|y:1.222003|z:1.342476)|Rot(x:356.5201|y:245.8169|z:48.49191),Pos(x:-0.5906995|y:1.195834|z:1.355446)|Rot(x:34.86345|y:94.82112|z:359.6978),Pos(x:-0.5640464|y:1.234258|z:1.35295)|Rot(x:88.69614|y:84.0341|z:349.0374),Pos(x:-0.5381957|y:1.234838|z:1.350689)|Rot(x:42.80939|y:275.2236|z:180.338),Pos(x:-0.5199773|y:1.215104|z:1.349183)|Rot(x:42.80936|y:275.2236|z:180.338),Pos(x:-0.5931811|y:1.196394|z:1.328133)|Rot(x:29.46156|y:90|z:0),Pos(x:-0.5672094|y:1.242371|z:1.328133)|Rot(x:75.61541|y:90|z:0),Pos(x:-0.5403588|y:1.249258|z:1.328133)|Rot(x:62.84616|y:270|z:180),Pos(x:-0.5151779|y:1.236342|z:1.328133)|Rot(x:62.84614|y:269.9999|z:179.9999),Pos(x:-0.5914061|y:1.192253|z:1.303969)|Rot(x:20.2558|y:87.05864|z:0.1587047),Pos(x:-0.5753226|y:1.235911|z:1.304924)|Rot(x:53.25293|y:87.20313|z:0.248879),Pos(x:-0.5542442|y:1.251673|z:1.306069)|Rot(x:74.85928|y:24.17893|z:298.0249),Pos(x:-0.5286747|y:1.254839|z:1.307415)|Rot(x:74.85927|y:24.17895|z:298.0249),Pos(x:-0.5880436|y:1.183715|z:1.283566)|Rot(x:18.72416|y:85.09019|z:356.4817),Pos(x:-0.5752403|y:1.221014|z:1.282235)|Rot(x:49.52328|y:85.29672|z:356.6019),Pos(x:-0.5612367|y:1.232929|z:1.282294)|Rot(x:76.78024|y:104.493|z:15.2718),Pos(x:-0.5425137|y:1.237164|z:1.282678)|Rot(x:76.78032|y:104.4929|z:15.27163),Yes,1,StressBall (UnityEngine.GameObject),2024-10-21 15:31:47,
