Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
M2_2,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 20:06:01,
M2_2,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:335.9345|y:234.2995|z:-0.004844485),Pos(x:-0.57344|y:1.162097|z:1.364005)|Rot(x:346.1625|y:235.7535|z:15.34168),Pos(x:-0.5567918|y:1.208007|z:1.359645)|Rot(x:4.539257|y:247.0652|z:48.10381),Pos(x:-0.5499122|y:1.226979|z:1.339521)|Rot(x:4.539226|y:247.0652|z:48.10379),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:7.716515|y:94.96027|z:359.7498),Pos(x:-0.5850629|y:1.242239|z:1.354699)|Rot(x:35.45003|y:94.81731|z:359.6956),Pos(x:-0.5700736|y:1.263383|z:1.353297)|Rot(x:60.40993|y:94.55717|z:359.4978),Pos(x:-0.5467755|y:1.276666|z:1.351204)|Rot(x:60.40997|y:94.55709|z:359.4978),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:29.4734|y:90|z:0),Pos(x:-0.5678099|y:1.242366|z:1.328133)|Rot(x:75.64417|y:90|z:0),Pos(x:-0.5409558|y:1.249239|z:1.328133)|Rot(x:62.80213|y:270|z:180),Pos(x:-0.5157849|y:1.236304|z:1.328133)|Rot(x:62.80217|y:269.9999|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:10.7952|y:87.0321|z:0.1515808),Pos(x:-0.583318|y:1.237966|z:1.304543)|Rot(x:34.88853|y:87.10753|z:0.1815202),Pos(x:-0.568273|y:1.259575|z:1.305387)|Rot(x:54.27692|y:63.51006|z:340.6467),Pos(x:-0.5467721|y:1.273788|z:1.306549)|Rot(x:54.27691|y:63.51006|z:340.6467),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:10.80205|y:85.05345|z:356.4724),Pos(x:-0.5810907|y:1.2224|z:1.281783)|Rot(x:34.89521|y:85.17908|z:356.5222),Pos(x:-0.5705352|y:1.237453|z:1.281554)|Rot(x:56.59248|y:92.90737|z:2.954437),Pos(x:-0.5544992|y:1.24801|z:1.281731)|Rot(x:56.59251|y:92.90731|z:2.954378),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 20:06:31,
M2_2,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:322.773|y:228.0896|z:11.68128),Pos(x:-0.5626802|y:1.156242|z:1.364313)|Rot(x:332.3778|y:231.8729|z:25.15466),Pos(x:-0.5336266|y:1.195564|z:1.360623)|Rot(x:348.7855|y:245.9646|z:53.33514),Pos(x:-0.5212924|y:1.212257|z:1.341092)|Rot(x:348.7854|y:245.9646|z:53.33512),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:3.792328|y:94.97742|z:359.7515),Pos(x:-0.5882415|y:1.242561|z:1.354975)|Rot(x:36.64446|y:94.80941|z:359.6909),Pos(x:-0.5728163|y:1.263386|z:1.353537)|Rot(x:66.21088|y:94.43139|z:359.3853),Pos(x:-0.5482991|y:1.274236|z:1.351347)|Rot(x:66.21094|y:94.43121|z:359.3851),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:10.68355|y:90|z:0),Pos(x:-0.5840018|y:1.248284|z:1.328133)|Rot(x:39.09994|y:90|z:0),Pos(x:-0.5665198|y:1.269796|z:1.328133)|Rot(x:64.67471|y:90|z:0),Pos(x:-0.5409396|y:1.281902|z:1.328133)|Rot(x:64.67463|y:90.00011|z:9.979633E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:3.254122|y:87.01216|z:0.1491371),Pos(x:-0.5893844|y:1.238714|z:1.304228)|Rot(x:13.91499|y:87.04059|z:0.1533987),Pos(x:-0.5830612|y:1.264285|z:1.304625)|Rot(x:22.85233|y:72.30255|z:354.3225),Pos(x:-0.5727866|y:1.287944|z:1.305225)|Rot(x:22.85232|y:72.30255|z:354.3225),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:3.261016|y:85.02028|z:356.4683),Pos(x:-0.5862108|y:1.223034|z:1.281339)|Rot(x:13.92182|y:85.06761|z:356.4754),Pos(x:-0.5817146|y:1.240847|z:1.280592)|Rot(x:23.7049|y:89.63013|z:358.2999),Pos(x:-0.5739956|y:1.258419|z:1.280072)|Rot(x:23.70493|y:89.63009|z:358.2999),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 20:07:01,
M2_2,0.09,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:327.7474|y:231.6972|z:2.588292),Pos(x:-0.5683794|y:1.1591|z:1.366506)|Rot(x:336.3255|y:233.2123|z:15.16202),Pos(x:-0.5454817|y:1.202441|z:1.367615)|Rot(x:352.0652|y:241.7759|z:40.33951),Pos(x:-0.5341148|y:1.223956|z:1.352779)|Rot(x:352.0652|y:241.776|z:40.33949),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:0.8641852|y:94.99012|z:359.752),Pos(x:-0.5906235|y:1.242658|z:1.355183)|Rot(x:37.06668|y:94.80657|z:359.6892),Pos(x:-0.5750458|y:1.263369|z:1.353732)|Rot(x:69.64822|y:94.32538|z:359.287),Pos(x:-0.549924|y:1.272724|z:1.351496)|Rot(x:69.64825|y:94.32523|z:359.2869),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:10.13443|y:90|z:0),Pos(x:-0.5844996|y:1.248376|z:1.328133)|Rot(x:40.48149|y:90|z:0),Pos(x:-0.566504|y:1.26946|z:1.328133)|Rot(x:67.79386|y:90|z:0),Pos(x:-0.540303|y:1.280155|z:1.328133)|Rot(x:67.79383|y:90.00013|z:0.0001084327),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.6609|y:86.99761|z:0.1490201),Pos(x:-0.5939191|y:1.238751|z:1.30399)|Rot(x:358.3987|y:86.99953|z:0.1489472),Pos(x:-0.5946578|y:1.265085|z:1.30402)|Rot(x:359.124|y:73.41593|z:0.3648881),Pos(x:-0.5950828|y:1.290881|z:1.304065)|Rot(x:359.124|y:73.41593|z:0.3649004),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.6678|y:84.99604|z:356.4681),Pos(x:-0.590038|y:1.223065|z:1.281004)|Rot(x:358.4057|y:84.99923|z:356.468),Pos(x:-0.5904479|y:1.24141|z:1.279832)|Rot(x:359.3271|y:89.13667|z:356.41),Pos(x:-0.5906549|y:1.260571|z:1.278626)|Rot(x:359.3271|y:89.1366|z:356.41),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 20:07:31,
M2_2,0.26,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:329.3385|y:232.5754|z:0.4775418),Pos(x:-0.5699735|y:1.159773|z:1.36687)|Rot(x:337.7216|y:233.6727|z:12.90113),Pos(x:-0.5488915|y:1.203998|z:1.368784)|Rot(x:353.2909|y:241.2275|z:37.62656),Pos(x:-0.538205|y:1.226415|z:1.354802)|Rot(x:353.2908|y:241.2275|z:37.62653),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.279855|y:94.98833|z:359.752),Pos(x:-0.5902851|y:1.242652|z:1.355153)|Rot(x:33.1548|y:94.83189|z:359.7038),Pos(x:-0.5761517|y:1.264382|z:1.353824)|Rot(x:61.84192|y:94.5306|z:359.4745),Pos(x:-0.5525299|y:1.277075|z:1.351705)|Rot(x:61.84195|y:94.53046|z:359.4744),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:9.270712|y:90|z:0),Pos(x:-0.5852842|y:1.24851|z:1.328133)|Rot(x:34.90181|y:90|z:0),Pos(x:-0.5694239|y:1.271244|z:1.328133)|Rot(x:57.96984|y:90|z:0),Pos(x:-0.545432|y:1.286253|z:1.328133)|Rot(x:57.96978|y:90.0001|z:8.692816E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.415|y:86.99697|z:0.1490463),Pos(x:-0.5941184|y:1.238742|z:1.30398)|Rot(x:357.7867|y:86.99795|z:0.1490083),Pos(x:-0.595138|y:1.265067|z:1.303995)|Rot(x:358.2089|y:73.40834|z:0.586181),Pos(x:-0.5959861|y:1.290853|z:1.304018)|Rot(x:358.2089|y:73.40834|z:0.5861892),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.422|y:84.99499|z:356.4681),Pos(x:-0.5902062|y:1.223058|z:1.28099)|Rot(x:357.7937|y:84.99658|z:356.468),Pos(x:-0.5908112|y:1.241396|z:1.2798)|Rot(x:358.3881|y:89.13393|z:356.3422),Pos(x:-0.5913316|y:1.260549|z:1.278567)|Rot(x:358.3881|y:89.13391|z:356.3422),Yes,1,StressBall (UnityEngine.GameObject),2024-10-11 20:08:01,
M2_2,0.15,0.11,0.15,0.15,0.12,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:323.3116|y:228.7577|z:9.298049),Pos(x:-0.5638338|y:1.156752|z:1.365286)|Rot(x:332.4423|y:231.7946|z:22.20447),Pos(x:-0.5358711|y:1.196995|z:1.363715)|Rot(x:348.4822|y:243.8232|z:48.67184),Pos(x:-0.5230574|y:1.215437|z:1.346166)|Rot(x:348.4821|y:243.8232|z:48.67181),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:29.81016|y:94.85179|z:359.7142),Pos(x:-0.5681326|y:1.236467|z:1.353245)|Rot(x:76.44511|y:93.96532|z:358.942),Pos(x:-0.5429975|y:1.242549|z:1.351022)|Rot(x:61.57855|y:275.4521|z:180.521),Pos(x:-0.5194245|y:1.229746|z:1.349018)|Rot(x:61.57848|y:275.4521|z:180.5211),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:29.4734|y:90|z:0),Pos(x:-0.5678099|y:1.242366|z:1.328133)|Rot(x:75.64417|y:90|z:0),Pos(x:-0.5409558|y:1.249239|z:1.328133)|Rot(x:62.80213|y:270|z:180),Pos(x:-0.5157849|y:1.236304|z:1.328133)|Rot(x:62.80217|y:269.9999|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:24.08505|y:87.07025|z:0.1630919),Pos(x:-0.5730567|y:1.234738|z:1.305072)|Rot(x:62.55247|y:87.29036|z:0.3230208),Pos(x:-0.5497113|y:1.246881|z:1.306325)|Rot(x:74.80199|y:329.4209|z:241.5525),Pos(x:-0.5241479|y:1.243659|z:1.307655)|Rot(x:74.80201|y:329.4209|z:241.5525),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:18.73483|y:85.09023|z:356.4818),Pos(x:-0.5758433|y:1.221012|z:1.282236)|Rot(x:49.54917|y:85.29698|z:356.6021),Pos(x:-0.5618344|y:1.23292|z:1.282295)|Rot(x:76.81755|y:104.5496|z:15.32972),Pos(x:-0.5431085|y:1.237143|z:1.282679)|Rot(x:76.81762|y:104.5494|z:15.32956),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 20:08:32,
M2_2,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:337.9096|y:222.4105|z:341.3436),Pos(x:-0.5877981|y:1.160552|z:1.374578)|Rot(x:342.1752|y:221.1883|z:348.5009),Pos(x:-0.5854685|y:1.206291|z:1.392083)|Rot(x:352.0694|y:220.5104|z:3.847703),Pos(x:-0.5814658|y:1.234455|z:1.393823)|Rot(x:352.0694|y:220.5105|z:3.847691),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:358.0792|y:95.00217|z:359.7519),Pos(x:-0.5928909|y:1.242637|z:1.355381)|Rot(x:15.43591|y:94.92539|z:359.7428),Pos(x:-0.586018|y:1.267656|z:1.354672)|Rot(x:31.05696|y:94.84453|z:359.7105),Pos(x:-0.5722018|y:1.2907|z:1.353365)|Rot(x:31.05701|y:94.84448|z:359.7105),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:2.381581|y:90|z:0),Pos(x:-0.5915968|y:1.249154|z:1.328133)|Rot(x:10.8353|y:90|z:0),Pos(x:-0.5863859|y:1.276379|z:1.328133)|Rot(x:18.44366|y:90|z:0),Pos(x:-0.5774326|y:1.303226|z:1.328133)|Rot(x:18.44361|y:90.00006|z:1.170002E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:358.5909|y:87.00003|z:0.1489412),Pos(x:-0.5931653|y:1.238775|z:1.30403)|Rot(x:0.7167612|y:87.00555|z:0.1489036),Pos(x:-0.5928398|y:1.265117|z:1.304115)|Rot(x:2.591474|y:73.41266|z:359.5267),Pos(x:-0.591661|y:1.29089|z:1.304244)|Rot(x:2.591471|y:73.41266|z:359.5267),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:358.5978|y:85.00008|z:356.4679),Pos(x:-0.5894018|y:1.223086|z:1.28106)|Rot(x:0.7236683|y:85.00927|z:356.4679),Pos(x:-0.5890723|y:1.241436|z:1.279952)|Rot(x:2.885077|y:89.1571|z:356.6676),Pos(x:-0.5880913|y:1.260579|z:1.27885)|Rot(x:2.885112|y:89.15705|z:356.6676),No,,,2024-10-11 20:09:02,
M2_2,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:333.7725|y:225.977|z:347.6837),Pos(x:-0.5808553|y:1.160486|z:1.373463)|Rot(x:338.173|y:225.2341|z:354.7797),Pos(x:-0.5711077|y:1.205812|z:1.389415)|Rot(x:348.1586|y:225.6662|z:9.969985),Pos(x:-0.5635394|y:1.233284|z:1.389911)|Rot(x:348.1586|y:225.6663|z:9.969962),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:357.7882|y:95.00344|z:359.7519),Pos(x:-0.5931276|y:1.242628|z:1.355402)|Rot(x:359.2773|y:94.99699|z:359.752),Pos(x:-0.5934636|y:1.268582|z:1.355319)|Rot(x:0.6174044|y:94.99119|z:359.752),Pos(x:-0.5931849|y:1.29548|z:1.355177)|Rot(x:0.6174482|y:94.99113|z:359.752),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:357.59|y:90|z:0),Pos(x:-0.5960116|y:1.249153|z:1.328133)|Rot(x:358.2133|y:90|z:0),Pos(x:-0.5968758|y:1.276859|z:1.328133)|Rot(x:358.7743|y:90|z:0),Pos(x:-0.5974812|y:1.305153|z:1.328133)|Rot(x:358.7743|y:90.00005|z:-5.337307E-07),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.2666|y:86.99658|z:0.1490576),Pos(x:-0.5942386|y:1.238736|z:1.303974)|Rot(x:357.4221|y:86.99698|z:0.1490433),Pos(x:-0.5954255|y:1.265054|z:1.30398)|Rot(x:357.6653|y:73.40215|z:0.7177545),Pos(x:-0.596525|y:1.29083|z:1.303989)|Rot(x:357.6653|y:73.40215|z:0.7177545),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.2736|y:84.99433|z:356.4681),Pos(x:-0.5903077|y:1.223053|z:1.280981)|Rot(x:357.429|y:84.995|z:356.4681),Pos(x:-0.5910289|y:1.241386|z:1.279781)|Rot(x:357.8303|y:89.13286|z:356.302),Pos(x:-0.5917354|y:1.260532|z:1.278531)|Rot(x:357.8304|y:89.1328|z:356.3019),No,,,2024-10-11 20:09:32,
M2_2,0.3,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:325.8181|y:231.4363|z:356.1018),Pos(x:-0.5705945|y:1.158244|z:1.37123)|Rot(x:334.6656|y:231.9269|z:9.415764),Pos(x:-0.5493546|y:1.201962|z:1.377679)|Rot(x:352.7827|y:240.1342|z:37.83559),Pos(x:-0.5381969|y:1.224292|z:1.363927)|Rot(x:352.7827|y:240.1342|z:37.83558),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.238292|y:94.9885|z:359.752),Pos(x:-0.590319|y:1.242652|z:1.355156)|Rot(x:24.45815|y:94.88108|z:359.7276),Pos(x:-0.579622|y:1.266279|z:1.354119)|Rot(x:45.35595|y:94.74279|z:359.6471),Pos(x:-0.5605627|y:1.285181|z:1.352372)|Rot(x:45.356|y:94.74271|z:359.6471),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:3.835433|y:90|z:0),Pos(x:-0.590259|y:1.249081|z:1.328133)|Rot(x:15.09491|y:90|z:0),Pos(x:-0.5830402|y:1.275845|z:1.328133)|Rot(x:25.22845|y:90|z:0),Pos(x:-0.5709779|y:1.301445|z:1.328133)|Rot(x:25.22841|y:90.00006|z:2.737011E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:359.2288|y:87.00169|z:0.1489096),Pos(x:-0.5926479|y:1.238785|z:1.304057)|Rot(x:2.363626|y:87.00985|z:0.1490202),Pos(x:-0.5915665|y:1.265107|z:1.304182)|Rot(x:5.074642|y:73.37901|z:358.9243),Pos(x:-0.5892416|y:1.290801|z:1.304371)|Rot(x:5.074654|y:73.37901|z:358.9243),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:359.2357|y:85.00282|z:356.4679),Pos(x:-0.5889651|y:1.223094|z:1.281098)|Rot(x:2.370524|y:85.01641|z:356.4681),Pos(x:-0.5881106|y:1.24143|z:1.280036)|Rot(x:5.433191|y:89.18163|z:356.8536),Pos(x:-0.5862805|y:1.260515|z:1.279008)|Rot(x:5.433225|y:89.18158|z:356.8535),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 20:10:02,
M2_2,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:338.3116|y:224.0068|z:348.8005),Pos(x:-0.5830539|y:1.162028|z:1.370927)|Rot(x:347.5666|y:223.3311|z:3.206084),Pos(x:-0.5738266|y:1.209833|z:1.376712)|Rot(x:7.098849|y:230.0885|z:35.13531),Pos(x:-0.5655124|y:1.232961|z:1.362283)|Rot(x:7.098824|y:230.0885|z:35.13531),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.778661|y:94.98617|z:359.7519),Pos(x:-0.5898792|y:1.242641|z:1.355118)|Rot(x:25.92919|y:94.87331|z:359.7243),Pos(x:-0.5785814|y:1.265984|z:1.354029)|Rot(x:47.66456|y:94.7217|z:359.6318),Pos(x:-0.5587786|y:1.2841|z:1.35222)|Rot(x:47.6646|y:94.72162|z:359.6318),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:8.63339|y:90|z:0),Pos(x:-0.5858644|y:1.248601|z:1.328133)|Rot(x:29.85086|y:90|z:0),Pos(x:-0.5720672|y:1.272643|z:1.328133)|Rot(x:48.9466|y:90|z:0),Pos(x:-0.5507262|y:1.29123|z:1.328133)|Rot(x:48.94655|y:90.0001|z:6.499862E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.7048|y:86.99773|z:0.1490134),Pos(x:-0.5938836|y:1.238752|z:1.303992)|Rot(x:358.4991|y:86.99979|z:0.1489492),Pos(x:-0.5945762|y:1.265087|z:1.304024)|Rot(x:359.2709|y:73.41683|z:0.3293645),Pos(x:-0.5949332|y:1.290885|z:1.304073)|Rot(x:359.2709|y:73.41682|z:0.3293747),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.7118|y:84.99623|z:356.468),Pos(x:-0.590008|y:1.223067|z:1.281007)|Rot(x:358.506|y:84.99969|z:356.468),Pos(x:-0.5903859|y:1.241412|z:1.279837)|Rot(x:359.4779|y:89.13721|z:356.4209),Pos(x:-0.5905424|y:1.260573|z:1.278636)|Rot(x:359.4779|y:89.13718|z:356.4209),No,,,2024-10-11 20:10:32,
M2_2,0.02,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:331.9135|y:228.871|z:356.1423),Pos(x:-0.5743855|y:1.160654|z:1.369345)|Rot(x:342.4108|y:229.6771|z:11.96499),Pos(x:-0.5567572|y:1.206377|z:1.370975)|Rot(x:2.795348|y:241.2381|z:47.17014),Pos(x:-0.5475285|y:1.225729|z:1.352198)|Rot(x:2.795329|y:241.2382|z:47.17014),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:3.89859|y:94.97697|z:359.7515),Pos(x:-0.5881552|y:1.242555|z:1.354968)|Rot(x:28.32831|y:94.86021|z:359.7183),Pos(x:-0.5758938|y:1.265402|z:1.353797)|Rot(x:50.31495|y:94.69504|z:359.6117),Pos(x:-0.5552773|y:1.282579|z:1.351921)|Rot(x:50.31498|y:94.69494|z:359.6116),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:5.683218|y:90|z:0),Pos(x:-0.5885619|y:1.24894|z:1.328133)|Rot(x:20.17286|y:90|z:0),Pos(x:-0.5790027|y:1.274959|z:1.328133)|Rot(x:33.21352|y:90|z:0),Pos(x:-0.5635011|y:1.298636|z:1.328133)|Rot(x:33.21347|y:90.00005|z:3.061454E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.175|y:86.99634|z:0.149079),Pos(x:-0.5943129|y:1.238733|z:1.30397)|Rot(x:357.1996|y:86.99641|z:0.1490736),Pos(x:-0.5956018|y:1.265046|z:1.303971)|Rot(x:357.3345|y:73.39777|z:0.7978721),Pos(x:-0.5968542|y:1.290815|z:1.303972)|Rot(x:357.3345|y:73.39777|z:0.7978773),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.1819|y:84.99393|z:356.4682),Pos(x:-0.5903704|y:1.22305|z:1.280975)|Rot(x:357.2065|y:84.99404|z:356.4682),Pos(x:-0.5911624|y:1.24138|z:1.279769)|Rot(x:357.4908|y:89.13239|z:356.2774),Pos(x:-0.5919822|y:1.260521|z:1.27851)|Rot(x:357.4909|y:89.13235|z:356.2774),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-11 20:11:02,
