Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
M2_3,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 20:18:56,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:330.3583|y:228.6524|z:352.5173),Pos(x:-0.575592|y:1.159842|z:1.37207)|Rot(x:339.6415|y:228.5879|z:6.760605),Pos(x:-0.5590705|y:1.20549|z:1.378946)|Rot(x:358.8157|y:236.4823|z:37.53218),Pos(x:-0.5490937|y:1.228086|z:1.364729)|Rot(x:358.8157|y:236.4823|z:37.53216),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:3.191955|y:94.98004|z:359.7516),Pos(x:-0.5887294|y:1.242591|z:1.355018)|Rot(x:37.99845|y:94.80015|z:359.6853),Pos(x:-0.5728182|y:1.263044|z:1.353539)|Rot(x:69.32365|y:94.33684|z:359.2977),Pos(x:-0.5477496|y:1.272542|z:1.351307)|Rot(x:69.32368|y:94.33663|z:359.2976),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:13.93222|y:90|z:0),Pos(x:-0.581077|y:1.247646|z:1.328133)|Rot(x:53.70854|y:90|z:0),Pos(x:-0.5587345|y:1.264053|z:1.328133)|Rot(x:89.50822|y:90|z:0),Pos(x:-0.5304356|y:1.264297|z:1.328133)|Rot(x:89.50703|y:90.00576|z:0.005558861),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:358.2393|y:86.99911|z:0.1489668),Pos(x:-0.5934503|y:1.238767|z:1.304015)|Rot(x:359.8581|y:87.00333|z:0.1488968),Pos(x:-0.593519|y:1.265112|z:1.30408)|Rot(x:1.313095|y:73.41977|z:359.8359),Pos(x:-0.5929313|y:1.290905|z:1.304178)|Rot(x:1.313089|y:73.41977|z:359.8359),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:358.2462|y:84.99856|z:356.468),Pos(x:-0.5896423|y:1.22308|z:1.281039)|Rot(x:359.865|y:85.00555|z:356.4679),Pos(x:-0.5895868|y:1.241431|z:1.279907)|Rot(x:1.573348|y:89.14771|z:356.5724),Pos(x:-0.5890436|y:1.260589|z:1.278767)|Rot(x:1.573382|y:89.14764|z:356.5724),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-11 20:19:26,
M2_3,0.27,0.21,0.34,0.25,0.13,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:313.6013|y:222.0439|z:14.10067),Pos(x:-0.5593805|y:1.151372|z:1.369291)|Rot(x:320.0742|y:224.977|z:22.50531),Pos(x:-0.5255567|y:1.186109|z:1.37659)|Rot(x:331.6387|y:233.1794|z:38.49196),Pos(x:-0.5064432|y:1.205738|z:1.368741)|Rot(x:331.6387|y:233.1794|z:38.49194),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:29.77011|y:94.85202|z:359.7144),Pos(x:-0.568161|y:1.236483|z:1.353247)|Rot(x:76.34788|y:93.97292|z:358.9494),Pos(x:-0.5430362|y:1.242608|z:1.351025)|Rot(x:61.72728|y:275.4549|z:180.5235),Pos(x:-0.5194302|y:1.229867|z:1.349018)|Rot(x:61.72722|y:275.455|z:180.5236),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:29.56933|y:90|z:0),Pos(x:-0.567733|y:1.242322|z:1.328133)|Rot(x:75.87718|y:90|z:0),Pos(x:-0.5408512|y:1.249086|z:1.328133)|Rot(x:62.44579|y:270|z:180),Pos(x:-0.5157612|y:1.235995|z:1.328133)|Rot(x:62.44584|y:269.9999|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:24.21547|y:87.07066|z:0.1632631),Pos(x:-0.5729601|y:1.234695|z:1.305077)|Rot(x:62.86921|y:87.29427|z:0.326501),Pos(x:-0.5495481|y:1.246708|z:1.306334)|Rot(x:74.57191|y:327.8653|z:239.9384),Pos(x:-0.5240127|y:1.24327|z:1.307661)|Rot(x:74.57188|y:327.8653|z:239.9384),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:18.85964|y:85.09084|z:356.4819),Pos(x:-0.5757625|y:1.220984|z:1.282243)|Rot(x:49.85227|y:85.30012|z:356.6045),Pos(x:-0.5616909|y:1.232818|z:1.282307)|Rot(x:77.25349|y:105.2366|z:16.03258),Pos(x:-0.5429316|y:1.23689|z:1.282693)|Rot(x:77.25358|y:105.2365|z:16.03247),Yes,0.5,StressBall (UnityEngine.GameObject),2024-10-11 20:19:56,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:328.5651|y:229.2458|z:351.521),Pos(x:-0.5750474|y:1.159059|z:1.373244)|Rot(x:334.7012|y:228.7978|z:1.124641),Pos(x:-0.558652|y:1.203378|z:1.386319)|Rot(x:348.2097|y:231.6317|z:21.42796),Pos(x:-0.5479391|y:1.229348|z:1.38152)|Rot(x:348.2097|y:231.6317|z:21.42794),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:7.889053|y:94.95952|z:359.7497),Pos(x:-0.5849237|y:1.24222|z:1.354687)|Rot(x:40.04318|y:94.78548|z:359.6761),Pos(x:-0.5682953|y:1.262091|z:1.353148)|Rot(x:68.9813|y:94.34853|z:359.3087),Pos(x:-0.5432838|y:1.271738|z:1.35092)|Rot(x:68.98132|y:94.34837|z:359.3085),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:11.32598|y:90|z:0),Pos(x:-0.5834206|y:1.248171|z:1.328133)|Rot(x:38.33964|y:90|z:0),Pos(x:-0.5662256|y:1.269913|z:1.328133)|Rot(x:62.65195|y:90|z:0),Pos(x:-0.5410886|y:1.282914|z:1.328133)|Rot(x:62.6519|y:90.00011|z:9.292358E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.8561|y:86.99812|z:0.1490013),Pos(x:-0.593761|y:1.238757|z:1.303999)|Rot(x:358.8735|y:87.00076|z:0.1489132),Pos(x:-0.5942817|y:1.265096|z:1.30404)|Rot(x:359.8301|y:73.41938|z:0.1942261),Pos(x:-0.5943801|y:1.290896|z:1.304102)|Rot(x:359.8301|y:73.41938|z:0.1942466),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.863|y:84.99688|z:356.468),Pos(x:-0.5899045|y:1.223071|z:1.281016)|Rot(x:358.8804|y:85.0013|z:356.4679),Pos(x:-0.5901631|y:1.241418|z:1.279856)|Rot(x:0.05163197|y:89.13953|z:356.4624),Pos(x:-0.5901279|y:1.260582|z:1.278672)|Rot(x:0.05167391|y:89.13947|z:356.4624),No,,,2024-10-11 20:20:26,
M2_3,0.5,0,0.5,0,0.01,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:318.6545|y:234.2191|z:354.3966),Pos(x:-0.5670656|y:1.15481|z:1.37391)|Rot(x:324.7177|y:234.0932|z:3.73545),Pos(x:-0.5423025|y:1.194749|z:1.387896)|Rot(x:337.94|y:237.6556|z:22.93002),Pos(x:-0.5280333|y:1.219076|z:1.38379)|Rot(x:337.94|y:237.6556|z:22.92998),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:6.182514|y:94.967|z:359.7506),Pos(x:-0.5863028|y:1.242391|z:1.354807)|Rot(x:44.57199|y:94.74958|z:359.6519),Pos(x:-0.5681627|y:1.260881|z:1.353141)|Rot(x:79.12075|y:93.7036|z:358.6861),Pos(x:-0.5418481|y:1.265957|z:1.35082)|Rot(x:79.1207|y:93.70325|z:358.6858),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:16.7482|y:90|z:0),Pos(x:-0.5785744|y:1.24696|z:1.328133)|Rot(x:64.72782|y:90|z:0),Pos(x:-0.5535079|y:1.258794|z:1.328133)|Rot(x:72.09052|y:270|z:180),Pos(x:-0.5265792|y:1.250091|z:1.328133)|Rot(x:72.09059|y:269.9998|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:6.894063|y:87.0217|z:0.1499747),Pos(x:-0.5864441|y:1.238453|z:1.304381)|Rot(x:26.11403|y:87.07668|z:0.1658221),Pos(x:-0.5748674|y:1.262108|z:1.305048)|Rot(x:41.96113|y:68.73247|z:347.6626),Pos(x:-0.5571634|y:1.28085|z:1.306024)|Rot(x:41.96111|y:68.73247|z:347.6626),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:6.900938|y:85.03615|z:356.4697),Pos(x:-0.5837291|y:1.222813|z:1.281555)|Rot(x:26.12079|y:85.12772|z:356.4961),Pos(x:-0.5755832|y:1.23929|z:1.281121)|Rot(x:43.52529|y:90.9477|z:0.489358),Pos(x:-0.5623602|y:1.253211|z:1.281067)|Rot(x:43.52534|y:90.94765|z:0.4893134),Yes,0.5,StressBall (UnityEngine.GameObject),2024-10-11 20:20:56,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:331.3961|y:226.6833|z:345.1885),Pos(x:-0.5808928|y:1.159273|z:1.375663)|Rot(x:334.5883|y:225.9122|z:350.5182),Pos(x:-0.5716066|y:1.202954|z:1.395903)|Rot(x:341.9099|y:225.3921|z:1.927201),Pos(x:-0.5646368|y:1.23003|z:1.401432)|Rot(x:341.9099|y:225.3922|z:1.92718),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:0.1159669|y:94.99336|z:359.752),Pos(x:-0.5912327|y:1.242663|z:1.355236)|Rot(x:23.94077|y:94.88378|z:359.7287),Pos(x:-0.5807489|y:1.266386|z:1.354217)|Rot(x:45.383|y:94.74257|z:359.647),Pos(x:-0.5616806|y:1.285279|z:1.352469)|Rot(x:45.38305|y:94.74246|z:359.6469),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:10.43507|y:90|z:0),Pos(x:-0.584227|y:1.248326|z:1.328133)|Rot(x:36.55643|y:90|z:0),Pos(x:-0.5677168|y:1.270593|z:1.328133)|Rot(x:60.06567|y:90|z:0),Pos(x:-0.5431921|y:1.284715|z:1.328133)|Rot(x:60.06561|y:90.00009|z:8.21252E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:358.3412|y:86.99938|z:0.148958),Pos(x:-0.5933676|y:1.23877|z:1.304019)|Rot(x:0.09783413|y:87.00394|z:0.1488939),Pos(x:-0.5933263|y:1.265114|z:1.30409)|Rot(x:1.666757|y:73.4185|z:359.7504),Pos(x:-0.592575|y:1.290903|z:1.304196)|Rot(x:1.666758|y:73.4185|z:359.7504),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:358.3482|y:84.99899|z:356.468),Pos(x:-0.5895725|y:1.223082|z:1.281045)|Rot(x:0.1047449|y:85.00659|z:356.4679),Pos(x:-0.5894406|y:1.241433|z:1.27992)|Rot(x:1.936229|y:89.15006|z:356.5988),Pos(x:-0.5887762|y:1.260588|z:1.27879)|Rot(x:1.936269|y:89.15002|z:356.5988),No,,,2024-10-11 20:21:26,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:333.1067|y:224.4917|z:336.6978),Pos(x:-0.587586|y:1.15797|z:1.378739)|Rot(x:333.1067|y:224.4917|z:336.6978),Pos(x:-0.5871471|y:1.198131|z:1.406862)|Rot(x:333.1067|y:224.4917|z:336.6978),Pos(x:-0.586892|y:1.221475|z:1.423208)|Rot(x:333.1067|y:224.4918|z:336.6978),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.98649|y:94.98526|z:359.7519),Pos(x:-0.58971|y:1.242635|z:1.355103)|Rot(x:32.41895|y:94.8364|z:359.7063),Pos(x:-0.5758558|y:1.264546|z:1.353798)|Rot(x:59.80786|y:94.56768|z:359.5069),Pos(x:-0.5526981|y:1.278073|z:1.351715)|Rot(x:59.80788|y:94.56757|z:359.5068),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:10.069|y:90|z:0),Pos(x:-0.584559|y:1.248386|z:1.328133)|Rot(x:36.90052|y:90|z:0),Pos(x:-0.5679154|y:1.270553|z:1.328133)|Rot(x:61.04892|y:90|z:0),Pos(x:-0.5431519|y:1.284252|z:1.328133)|Rot(x:61.04889|y:90.0001|z:7.760559E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.1577|y:86.9963|z:0.1490755),Pos(x:-0.5943269|y:1.238732|z:1.303969)|Rot(x:357.1577|y:86.9963|z:0.1490755),Pos(x:-0.5956349|y:1.265044|z:1.303969)|Rot(x:357.2723|y:73.3969|z:0.8129447),Pos(x:-0.596916|y:1.290812|z:1.303969)|Rot(x:357.2723|y:73.3969|z:0.8129502),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.1647|y:84.99387|z:356.4682),Pos(x:-0.5903821|y:1.22305|z:1.280974)|Rot(x:357.1647|y:84.99387|z:356.4682),Pos(x:-0.5911875|y:1.241379|z:1.279767)|Rot(x:357.427|y:89.13229|z:356.2729),Pos(x:-0.5920287|y:1.260519|z:1.278506)|Rot(x:357.4271|y:89.13226|z:356.2728),No,,,2024-10-11 20:21:56,
M2_3,0.09,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:322.0479|y:232.5466|z:353.51),Pos(x:-0.5696963|y:1.156405|z:1.37381)|Rot(x:328.5793|y:232.3467|z:3.604713),Pos(x:-0.5476165|y:1.198163|z:1.386953)|Rot(x:342.7706|y:236.2397|z:24.54383),Pos(x:-0.5346537|y:1.222924|z:1.381378)|Rot(x:342.7706|y:236.2397|z:24.54383),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.487694|y:94.98741|z:359.752),Pos(x:-0.590116|y:1.242648|z:1.355139)|Rot(x:36.20111|y:94.81238|z:359.6927),Pos(x:-0.5748518|y:1.263592|z:1.353714)|Rot(x:67.44267|y:94.39693|z:359.3536),Pos(x:-0.5501076|y:1.273911|z:1.351507)|Rot(x:67.44273|y:94.39675|z:359.3535),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:11.94176|y:90|z:0),Pos(x:-0.5828648|y:1.248057|z:1.328133)|Rot(x:46.93019|y:90|z:0),Pos(x:-0.562615|y:1.266986|z:1.328133)|Rot(x:78.41972|y:90|z:0),Pos(x:-0.5348911|y:1.272667|z:1.328133)|Rot(x:78.41976|y:90.00023|z:0.000221162),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:358.0286|y:86.99856|z:0.1489792),Pos(x:-0.5936211|y:1.238762|z:1.304006)|Rot(x:359.3249|y:87.00194|z:0.1489043),Pos(x:-0.5939347|y:1.265104|z:1.304058)|Rot(x:0.5127912|y:73.42071|z:0.02927692),Pos(x:-0.5937171|y:1.290903|z:1.304137)|Rot(x:0.512785|y:73.4207|z:0.0292851),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:358.0356|y:84.99763|z:356.468),Pos(x:-0.5897865|y:1.223075|z:1.281026)|Rot(x:359.3318|y:85.00324|z:356.4679),Pos(x:-0.589901|y:1.241425|z:1.279879)|Rot(x:0.7521682|y:89.14291|z:356.513),Pos(x:-0.589632|y:1.260588|z:1.278715)|Rot(x:0.7522053|y:89.14287|z:356.513),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 20:22:26,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:328.9045|y:227.9724|z:345.3359),Pos(x:-0.5791237|y:1.158379|z:1.376498)|Rot(x:331.341|y:227.3441|z:349.4553),Pos(x:-0.568202|y:1.200676|z:1.398762)|Rot(x:336.9224|y:226.6799|z:358.3152),Pos(x:-0.5606529|y:1.226884|z:1.407032)|Rot(x:336.9224|y:226.6799|z:358.3152),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:359.8364|y:94.99458|z:359.752),Pos(x:-0.5914603|y:1.242663|z:1.355256)|Rot(x:34.64293|y:94.82255|z:359.6986),Pos(x:-0.5767694|y:1.264017|z:1.35388)|Rot(x:65.96832|y:94.43777|z:359.3911),Pos(x:-0.5522981|y:1.274971|z:1.351694)|Rot(x:65.96837|y:94.43762|z:359.391),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:9.273985|y:90|z:0),Pos(x:-0.5852813|y:1.24851|z:1.328133)|Rot(x:36.87601|y:90|z:0),Pos(x:-0.5686471|y:1.270683|z:1.328133)|Rot(x:61.71783|y:90|z:0),Pos(x:-0.5437254|y:1.284092|z:1.328133)|Rot(x:61.71781|y:90.0001|z:8.649194E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:358.1447|y:86.99886|z:0.148969),Pos(x:-0.593527|y:1.238765|z:1.304011)|Rot(x:359.6273|y:87.00273|z:0.1488993),Pos(x:-0.5937017|y:1.265109|z:1.30407)|Rot(x:0.9697889|y:73.42051|z:359.9189),Pos(x:-0.5932727|y:1.290905|z:1.30416)|Rot(x:0.969778|y:73.42052|z:359.9189),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:358.1517|y:84.99815|z:356.468),Pos(x:-0.589707|y:1.223078|z:1.281033)|Rot(x:359.6343|y:85.00455|z:356.4679),Pos(x:-0.5897251|y:1.241428|z:1.279895)|Rot(x:1.221074|y:89.14552|z:356.547),Pos(x:-0.5892995|y:1.260589|z:1.278745)|Rot(x:1.221116|y:89.14549|z:356.5469),No,,,2024-10-11 20:22:56,
M2_3,0.09,0,0.09,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:327.7719|y:228.9945|z:348.22),Pos(x:-0.5765613|y:1.158366|z:1.375359)|Rot(x:336.906|y:228.1705|z:2.633727),Pos(x:-0.5607438|y:1.203419|z:1.386492)|Rot(x:356.3553|y:234.5533|z:32.97559),Pos(x:-0.5505095|y:1.227279|z:1.374737)|Rot(x:356.3552|y:234.5533|z:32.97558),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:29.56681|y:94.8532|z:359.7149),Pos(x:-0.5683048|y:1.236565|z:1.353259)|Rot(x:75.85423|y:94.00997|z:358.9854),Pos(x:-0.5432336|y:1.242908|z:1.351041)|Rot(x:62.48235|y:275.4698|z:180.5367),Pos(x:-0.5194625|y:1.23048|z:1.349018)|Rot(x:62.48233|y:275.4699|z:180.5368),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:6.555612|y:90|z:0),Pos(x:-0.5877625|y:1.248855|z:1.328133)|Rot(x:62.01871|y:90|z:0),Pos(x:-0.5632833|y:1.26186|z:1.328133)|Rot(x:68.06454|y:270|z:180),Pos(x:-0.5370321|y:1.251288|z:1.328133)|Rot(x:68.06457|y:269.9999|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.9689|y:86.99841|z:0.1489851),Pos(x:-0.5936695|y:1.23876|z:1.304003)|Rot(x:359.2778|y:87.00182|z:0.1489106),Pos(x:-0.5940047|y:1.265102|z:1.304054)|Rot(x:0.4781264|y:73.4207|z:0.03765374),Pos(x:-0.5938032|y:1.290901|z:1.304132)|Rot(x:0.4781223|y:73.4207|z:0.03765921),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.9758|y:84.99738|z:356.468),Pos(x:-0.5898274|y:1.223073|z:1.281023)|Rot(x:359.2848|y:85.00304|z:356.4679),Pos(x:-0.5899569|y:1.241423|z:1.279874)|Rot(x:0.7165838|y:89.14272|z:356.5104),Pos(x:-0.5896997|y:1.260586|z:1.27871)|Rot(x:0.7166235|y:89.14269|z:356.5104),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 20:23:26,
M2_3,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:326.265|y:229.7036|z:348.1562),Pos(x:-0.5756041|y:1.157742|z:1.375862)|Rot(x:332.4439|y:228.8387|z:358.1028),Pos(x:-0.5596054|y:1.201186|z:1.392005)|Rot(x:346.2316|y:231.0224|z:18.79858),Pos(x:-0.5488368|y:1.227391|z:1.388905)|Rot(x:346.2316|y:231.0224|z:18.79857),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:29.56681|y:94.8532|z:359.7149),Pos(x:-0.5683048|y:1.236565|z:1.353259)|Rot(x:75.85423|y:94.00997|z:358.9854),Pos(x:-0.5432336|y:1.242908|z:1.351041)|Rot(x:62.48235|y:275.4698|z:180.5367),Pos(x:-0.5194625|y:1.23048|z:1.349018)|Rot(x:62.48233|y:275.4699|z:180.5368),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:6.36932|y:90|z:0),Pos(x:-0.5879331|y:1.248874|z:1.328133)|Rot(x:52.09715|y:90|z:0),Pos(x:-0.5660608|y:1.265903|z:1.328133)|Rot(x:86.74773|y:270|z:180),Pos(x:-0.5378064|y:1.264297|z:1.328133)|Rot(x:86.74803|y:269.9993|z:179.9993),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.6652|y:86.99762|z:0.1490148),Pos(x:-0.5939157|y:1.238751|z:1.30399)|Rot(x:358.4502|y:86.99966|z:0.1489496),Pos(x:-0.5946308|y:1.265085|z:1.304022)|Rot(x:359.2153|y:73.41649|z:0.3427954),Pos(x:-0.5950135|y:1.290882|z:1.304069)|Rot(x:359.2153|y:73.4165|z:0.3428009),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.6721|y:84.99606|z:356.4681),Pos(x:-0.5900351|y:1.223065|z:1.281005)|Rot(x:358.4572|y:84.99947|z:356.468),Pos(x:-0.5904286|y:1.24141|z:1.279833)|Rot(x:359.4208|y:89.13699|z:356.4168),Pos(x:-0.5906042|y:1.260572|z:1.27863)|Rot(x:359.4209|y:89.13696|z:356.4168),No,,,2024-10-11 20:23:56,
