Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
F1_3,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),No,,,2024-10-10 15:30:40,
F1_3,0.16,0,0,0,0.06,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:307.8537|y:213.3598|z:25.64355),Pos(x:-0.5545086|y:1.146294|z:1.369209)|Rot(x:313.8708|y:218.4454|z:32.29128),Pos(x:-0.5154159|y:1.175018|z:1.376325)|Rot(x:324.4232|y:229.6916|z:45.71494),Pos(x:-0.4933889|y:1.191203|z:1.368256)|Rot(x:324.4231|y:229.6917|z:45.71491),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:11.21565|y:94.9447|z:359.7472),Pos(x:-0.5818425|y:1.241769|z:1.354455)|Rot(x:38.67079|y:94.79542|z:359.6824),Pos(x:-0.5656932|y:1.262034|z:1.352956)|Rot(x:63.38007|y:94.49911|z:359.4466),Pos(x:-0.5417402|y:1.274086|z:1.350811)|Rot(x:63.38012|y:94.49897|z:359.4465),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:13.80427|y:90|z:0),Pos(x:-0.5807812|y:1.247675|z:1.328133)|Rot(x:41.21091|y:90|z:0),Pos(x:-0.5625187|y:1.268528|z:1.328133)|Rot(x:65.87688|y:90|z:0),Pos(x:-0.5366901|y:1.280094|z:1.328133)|Rot(x:65.87683|y:90.00012|z:0.000108628),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:12.57033|y:87.03688|z:0.1525486),Pos(x:-0.5814978|y:1.237674|z:1.304616)|Rot(x:37.78129|y:87.1191|z:0.1883921),Pos(x:-0.5653828|y:1.258495|z:1.305514)|Rot(x:57.81989|y:61.09954|z:337.7301),Pos(x:-0.5429664|y:1.271211|z:1.30672)|Rot(x:57.81989|y:61.09955|z:337.7301),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:12.57717|y:85.06146|z:356.474),Pos(x:-0.5794905|y:1.222153|z:1.281886)|Rot(x:37.78794|y:85.1984|z:356.5337),Pos(x:-0.5681915|y:1.236657|z:1.28172)|Rot(x:60.44967|y:93.85181|z:4.041453),Pos(x:-0.5514773|y:1.246103|z:1.281951)|Rot(x:60.44971|y:93.85175|z:4.041387),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-10 15:31:10,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:340.46|y:221.8245|z:344.8171),Pos(x:-0.5866867|y:1.16194|z:1.371784)|Rot(x:346.1369|y:220.7143|z:353.9549),Pos(x:-0.5829801|y:1.209277|z:1.384007)|Rot(x:359.0504|y:221.5895|z:13.75097),Pos(x:-0.5776088|y:1.236956|z:1.379853)|Rot(x:359.0504|y:221.5895|z:13.75096),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.2936|y:95.00558|z:359.7518),Pos(x:-0.5931197|y:1.242611|z:1.355437)|Rot(x:357.8015|y:95.00338|z:359.7519),Pos(x:-0.5941214|y:1.268548|z:1.355412)|Rot(x:358.2585|y:95.00141|z:359.7519),Pos(x:-0.5949459|y:1.295435|z:1.355367)|Rot(x:358.2586|y:95.00135|z:359.752),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:3.260619|y:90|z:0),Pos(x:-0.5903774|y:1.249114|z:1.328133)|Rot(x:12.0107|y:90|z:0),Pos(x:-0.5846092|y:1.276227|z:1.328133)|Rot(x:19.88579|y:90|z:0),Pos(x:-0.574983|y:1.30284|z:1.328133)|Rot(x:19.88574|y:90.00007|z:2.088192E-05),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:357.3443|y:86.99677|z:0.1490518),Pos(x:-0.5937655|y:1.238739|z:1.303977)|Rot(x:357.6107|y:86.99747|z:0.1490247),Pos(x:-0.5948658|y:1.265061|z:1.303988)|Rot(x:357.9457|y:73.4055|z:0.649864),Pos(x:-0.5958356|y:1.290842|z:1.304004)|Rot(x:357.9457|y:73.40551|z:0.649874),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:357.3512|y:84.99467|z:356.4681),Pos(x:-0.5898443|y:1.223056|z:1.280985)|Rot(x:357.6177|y:84.99582|z:356.4681),Pos(x:-0.5905054|y:1.241391|z:1.279791)|Rot(x:358.118|y:89.13336|z:356.3228),Pos(x:-0.591116|y:1.260541|z:1.27855)|Rot(x:358.1181|y:89.13332|z:356.3227),No,,,2024-10-10 15:31:40,
F1_3,0.1,0,0.1,0.1,0.1,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:310.232|y:217.6057|z:19.9299),Pos(x:-0.5564789|y:1.148665|z:1.369386)|Rot(x:316.4194|y:221.5514|z:27.37021),Pos(x:-0.5197005|y:1.180207|z:1.376898)|Rot(x:327.3512|y:231.0986|z:41.82336),Pos(x:-0.498849|y:1.198089|z:1.369303)|Rot(x:327.3512|y:231.0986|z:41.82334),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:17.00835|y:94.91801|z:359.7407),Pos(x:-0.5772698|y:1.240615|z:1.354061)|Rot(x:69.64349|y:94.32558|z:359.2872),Pos(x:-0.5530304|y:1.249643|z:1.351904)|Rot(x:62.98128|y:275.4801|z:180.5458),Pos(x:-0.5291525|y:1.237424|z:1.34987)|Rot(x:62.98124|y:275.4803|z:180.5459),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:29.56121|y:90|z:0),Pos(x:-0.5673292|y:1.242326|z:1.328133)|Rot(x:75.85742|y:90|z:0),Pos(x:-0.5404498|y:1.249099|z:1.328133)|Rot(x:62.47596|y:270|z:180),Pos(x:-0.5153528|y:1.236021|z:1.328133)|Rot(x:62.47603|y:269.9999|z:179.9999),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:24.19947|y:87.07061|z:0.1632426),Pos(x:-0.5725617|y:1.2347|z:1.305076)|Rot(x:62.83036|y:87.2938|z:0.326092),Pos(x:-0.5491579|y:1.246729|z:1.306333)|Rot(x:74.60069|y:328.0535|z:240.1337),Pos(x:-0.5236189|y:1.243318|z:1.30766)|Rot(x:74.60072|y:328.0535|z:240.1337),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:18.7233|y:85.09018|z:356.4817),Pos(x:-0.5754405|y:1.221014|z:1.282235)|Rot(x:49.52117|y:85.29668|z:356.6019),Pos(x:-0.5614374|y:1.232929|z:1.282294)|Rot(x:76.7772|y:104.4884|z:15.26706),Pos(x:-0.5427146|y:1.237166|z:1.282678)|Rot(x:76.77728|y:104.4883|z:15.26695),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-10 15:32:10,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:340.8985|y:220.7998|z:341.8505),Pos(x:-0.5890009|y:1.161431|z:1.372827)|Rot(x:345.705|y:219.5319|z:349.7808),Pos(x:-0.5881264|y:1.208189|z:1.387553)|Rot(x:356.8215|y:219.2062|z:6.896227),Pos(x:-0.5844831|y:1.23644|z:1.386605)|Rot(x:356.8215|y:219.2062|z:6.896225),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.1647|y:95.00613|z:359.7517),Pos(x:-0.5932245|y:1.242606|z:1.355446)|Rot(x:357.6313|y:95.00412|z:359.7518),Pos(x:-0.594303|y:1.26854|z:1.355428)|Rot(x:358.0513|y:95.0023|z:359.7519),Pos(x:-0.5952244|y:1.295424|z:1.355392)|Rot(x:358.0513|y:95.00225|z:359.7519),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:357.2579|y:90|z:0),Pos(x:-0.5959071|y:1.249139|z:1.328133)|Rot(x:357.4066|y:90|z:0),Pos(x:-0.5971614|y:1.27683|z:1.328133)|Rot(x:357.5404|y:90|z:0),Pos(x:-0.5983759|y:1.305104|z:1.328133)|Rot(x:357.5403|y:90.00006|z:1.175021E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:357.29|y:86.99664|z:0.1490655),Pos(x:-0.5938094|y:1.238737|z:1.303975)|Rot(x:357.479|y:86.99714|z:0.1490386),Pos(x:-0.5949702|y:1.265056|z:1.303982)|Rot(x:357.7498|y:73.40321|z:0.6972759),Pos(x:-0.5960306|y:1.290834|z:1.303994)|Rot(x:357.7498|y:73.40321|z:0.6972841),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:357.2969|y:84.99443|z:356.4681),Pos(x:-0.5898814|y:1.223054|z:1.280982)|Rot(x:357.4859|y:84.99526|z:356.4681),Pos(x:-0.5905845|y:1.241388|z:1.279784)|Rot(x:357.9171|y:89.13299|z:356.3082),Pos(x:-0.5912622|y:1.260535|z:1.278537)|Rot(x:357.9171|y:89.13294|z:356.3082),No,,,2024-10-10 15:32:40,
F1_3,0.05,0,0.02,0.02,0.02,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:309.6318|y:215.6079|z:24.65428),Pos(x:-0.554781|y:1.147457|z:1.367876)|Rot(x:316.4598|y:221.0546|z:32.54611),Pos(x:-0.5161912|y:1.177418|z:1.372022)|Rot(x:328.3718|y:233.8934|z:48.79606),Pos(x:-0.4956012|y:1.193403|z:1.3605)|Rot(x:328.3718|y:233.8934|z:48.79603),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:29.5073|y:94.85354|z:359.7151),Pos(x:-0.5679367|y:1.236589|z:1.353263)|Rot(x:75.70969|y:94.02039|z:358.9955),Pos(x:-0.5428815|y:1.242995|z:1.351046)|Rot(x:62.70338|y:275.4743|z:180.5407),Pos(x:-0.5190629|y:1.230659|z:1.349018)|Rot(x:62.70336|y:275.4745|z:180.5408),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:29.56121|y:90|z:0),Pos(x:-0.5673292|y:1.242326|z:1.328133)|Rot(x:75.85742|y:90|z:0),Pos(x:-0.5404498|y:1.249099|z:1.328133)|Rot(x:62.47596|y:270|z:180),Pos(x:-0.5153528|y:1.236021|z:1.328133)|Rot(x:62.47603|y:269.9999|z:179.9999),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:24.10225|y:87.0703|z:0.1631063),Pos(x:-0.5726337|y:1.234732|z:1.305073)|Rot(x:62.59423|y:87.29087|z:0.3234787),Pos(x:-0.5492796|y:1.246858|z:1.306327)|Rot(x:74.77231|y:329.213|z:241.3369),Pos(x:-0.5237197|y:1.243608|z:1.307656)|Rot(x:74.77235|y:329.213|z:241.3369),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:18.7233|y:85.09018|z:356.4817),Pos(x:-0.5754405|y:1.221014|z:1.282235)|Rot(x:49.52117|y:85.29668|z:356.6019),Pos(x:-0.5614374|y:1.232929|z:1.282294)|Rot(x:76.7772|y:104.4884|z:15.26706),Pos(x:-0.5427146|y:1.237166|z:1.282678)|Rot(x:76.77728|y:104.4883|z:15.26695),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-10 15:33:10,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:341.6408|y:220.5838|z:342.657),Pos(x:-0.588921|y:1.161783|z:1.372094)|Rot(x:346.9983|y:219.3024|z:351.3963),Pos(x:-0.5876884|y:1.209019|z:1.38518)|Rot(x:359.3214|y:219.4875|z:10.31621),Pos(x:-0.5835384|y:1.237056|z:1.382191)|Rot(x:359.3214|y:219.4876|z:10.31619),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.2068|y:95.00595|z:359.7518),Pos(x:-0.5931903|y:1.242608|z:1.355443)|Rot(x:357.3039|y:95.00555|z:359.7518),Pos(x:-0.5944164|y:1.268535|z:1.355438)|Rot(x:357.3913|y:95.00516|z:359.7518),Pos(x:-0.5956463|y:1.295407|z:1.355429)|Rot(x:357.3914|y:95.00511|z:359.7518),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:358.1385|y:90|z:0),Pos(x:-0.5950962|y:1.249172|z:1.328133)|Rot(x:359.5452|y:90|z:0),Pos(x:-0.5953162|y:1.276891|z:1.328133)|Rot(x:0.811213|y:90|z:0),Pos(x:-0.5949156|y:1.305188|z:1.328133)|Rot(x:0.8111721|y:90.00005|z:2.775042E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:357.1751|y:86.99633|z:0.1490762),Pos(x:-0.5939025|y:1.238733|z:1.30397)|Rot(x:357.1999|y:86.99641|z:0.1490768),Pos(x:-0.5951914|y:1.265046|z:1.303971)|Rot(x:357.3349|y:73.39778|z:0.7977811),Pos(x:-0.5964435|y:1.290815|z:1.303972)|Rot(x:357.3349|y:73.39778|z:0.7977921),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:357.182|y:84.99395|z:356.4682),Pos(x:-0.58996|y:1.22305|z:1.280975)|Rot(x:357.2068|y:84.99404|z:356.4681),Pos(x:-0.5907521|y:1.24138|z:1.279769)|Rot(x:357.4912|y:89.13237|z:356.2775),Pos(x:-0.5915717|y:1.260521|z:1.27851)|Rot(x:357.4913|y:89.13232|z:356.2775),No,,,2024-10-10 15:33:40,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:338.7158|y:221.7143|z:340.3047),Pos(x:-0.5886297|y:1.160524|z:1.374602)|Rot(x:342.1807|y:220.6078|z:346.1937),Pos(x:-0.588029|y:1.205854|z:1.39328)|Rot(x:350.2405|y:219.522|z:358.8865),Pos(x:-0.5853824|y:1.233936|z:1.397358)|Rot(x:350.2405|y:219.5221|z:358.8865),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.2906|y:95.0056|z:359.7518),Pos(x:-0.5931221|y:1.242611|z:1.355437)|Rot(x:359.982|y:94.99393|z:359.752),Pos(x:-0.5931401|y:1.268567|z:1.355326)|Rot(x:2.404224|y:94.98346|z:359.7518),Pos(x:-0.592026|y:1.295443|z:1.355112)|Rot(x:2.40428|y:94.98341|z:359.7518),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:359.6439|y:90|z:0),Pos(x:-0.5937091|y:1.249199|z:1.328133)|Rot(x:3.237397|y:90|z:0),Pos(x:-0.5921437|y:1.276874|z:1.328133)|Rot(x:6.471555|y:90|z:0),Pos(x:-0.588954|y:1.304994|z:1.328133)|Rot(x:6.471515|y:90.00005|z:7.733239E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:358.4948|y:86.99979|z:0.1489467),Pos(x:-0.5928329|y:1.238773|z:1.304026)|Rot(x:0.4155204|y:87.00478|z:0.1489022),Pos(x:-0.5926457|y:1.265117|z:1.304104)|Rot(x:2.119202|y:73.4161|z:359.641),Pos(x:-0.5916852|y:1.290899|z:1.304222)|Rot(x:2.119197|y:73.41611|z:359.641),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:358.5017|y:84.99965|z:356.468),Pos(x:-0.5890573|y:1.223085|z:1.281054)|Rot(x:0.4224404|y:85.00797|z:356.4679),Pos(x:-0.5888239|y:1.241435|z:1.279938)|Rot(x:2.400467|y:89.15336|z:356.6324),Pos(x:-0.5880045|y:1.260585|z:1.278822)|Rot(x:2.400504|y:89.15331|z:356.6324),No,,,2024-10-10 15:34:10,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:340.1503|y:221.9794|z:344.7674),Pos(x:-0.5865228|y:1.161853|z:1.371964)|Rot(x:345.8374|y:220.8614|z:353.9302),Pos(x:-0.5826393|y:1.209127|z:1.384378)|Rot(x:358.7758|y:221.7371|z:13.76055),Pos(x:-0.5771869|y:1.236802|z:1.380306)|Rot(x:358.7758|y:221.7371|z:13.76054),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:358.637|y:94.99976|z:359.752),Pos(x:-0.5920265|y:1.24265|z:1.355341)|Rot(x:2.406195|y:94.98345|z:359.7518),Pos(x:-0.5909507|y:1.268583|z:1.355135)|Rot(x:5.798437|y:94.96868|z:359.7508),Pos(x:-0.5882534|y:1.295345|z:1.354783)|Rot(x:5.798484|y:94.96863|z:359.7508),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:358.3048|y:90|z:0),Pos(x:-0.594943|y:1.249177|z:1.328133)|Rot(x:359.9542|y:90|z:0),Pos(x:-0.5949652|y:1.276896|z:1.328133)|Rot(x:1.438715|y:90|z:0),Pos(x:-0.5942546|y:1.305187|z:1.328133)|Rot(x:1.438659|y:90.00005|z:-1.814841E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:358.4815|y:86.99974|z:0.1489424),Pos(x:-0.5928437|y:1.238773|z:1.304025)|Rot(x:0.3795245|y:87.00467|z:0.1488982),Pos(x:-0.592673|y:1.265117|z:1.304103)|Rot(x:2.064326|y:73.41643|z:359.6543),Pos(x:-0.5917379|y:1.2909|z:1.304219)|Rot(x:2.064318|y:73.41643|z:359.6543),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:358.4884|y:84.9996|z:356.468),Pos(x:-0.5890663|y:1.223084|z:1.281054)|Rot(x:0.3864388|y:85.0078|z:356.4679),Pos(x:-0.5888445|y:1.241435|z:1.279936)|Rot(x:2.344169|y:89.15295|z:356.6284),Pos(x:-0.5880439|y:1.260586|z:1.278818)|Rot(x:2.344213|y:89.1529|z:356.6283),No,,,2024-10-10 15:34:40,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:321.9157|y:231.7844|z:348.2489),Pos(x:-0.5722664|y:1.15584|z:1.376983)|Rot(x:323.4464|y:231.4292|z:350.8368),Pos(x:-0.5545953|y:1.194724|z:1.401062)|Rot(x:326.9259|y:230.957|z:356.446),Pos(x:-0.5436517|y:1.21856|z:1.412212)|Rot(x:326.9259|y:230.957|z:356.4459),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.3358|y:95.0054|z:359.7518),Pos(x:-0.5930853|y:1.242613|z:1.355434)|Rot(x:1.737447|y:94.98635|z:359.7519),Pos(x:-0.5923111|y:1.268556|z:1.355254)|Rot(x:5.698894|y:94.96912|z:359.7508),Pos(x:-0.5896602|y:1.295323|z:1.354906)|Rot(x:5.69894|y:94.96906|z:359.7508),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:1.962715|y:90|z:0),Pos(x:-0.5915723|y:1.249169|z:1.328133)|Rot(x:9.047272|y:90|z:0),Pos(x:-0.5872135|y:1.276543|z:1.328133)|Rot(x:15.42337|y:90|z:0),Pos(x:-0.5796871|y:1.303824|z:1.328133)|Rot(x:15.42333|y:90.00005|z:1.417071E-05),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:1.409433|y:87.00735|z:0.1489429),Pos(x:-0.5904691|y:1.238775|z:1.30415)|Rot(x:7.652946|y:87.0237|z:0.1502313),Pos(x:-0.5869691|y:1.264885|z:1.304401)|Rot(x:12.93024|y:73.09467|z:356.9773),Pos(x:-0.5810575|y:1.289996|z:1.304775)|Rot(x:12.93024|y:73.09467|z:356.9774),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:1.416348|y:85.01227|z:356.4679),Pos(x:-0.5870622|y:1.223086|z:1.281229)|Rot(x:7.659816|y:85.03948|z:356.4701),Pos(x:-0.5845274|y:1.241274|z:1.280312)|Rot(x:13.49821|y:89.31662|z:357.4597),Pos(x:-0.5800405|y:1.259925|z:1.279515)|Rot(x:13.49826|y:89.31658|z:357.4597),No,,,2024-10-10 15:35:10,
F1_3,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:337.243|y:222.2609|z:338.637),Pos(x:-0.5887688|y:1.159713|z:1.376017)|Rot(x:339.5286|y:221.3973|z:342.6483),Pos(x:-0.5889144|y:1.203556|z:1.397965)|Rot(x:344.836|y:220.111|z:351.3571),Pos(x:-0.5874414|y:1.230751|z:1.406361)|Rot(x:344.836|y:220.111|z:351.3571),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.2502|y:95.00578|z:359.7518),Pos(x:-0.593155|y:1.24261|z:1.35544)|Rot(x:1.381966|y:94.98788|z:359.752),Pos(x:-0.5925412|y:1.268558|z:1.355274)|Rot(x:5.100588|y:94.97174|z:359.7511),Pos(x:-0.5901688|y:1.295351|z:1.35495)|Rot(x:5.100641|y:94.97168|z:359.7511),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:359.9146|y:90|z:0),Pos(x:-0.5934595|y:1.2492|z:1.328133)|Rot(x:3.929515|y:90|z:0),Pos(x:-0.59156|y:1.276854|z:1.328133)|Rot(x:7.542951|y:90|z:0),Pos(x:-0.587845|y:1.304909|z:1.328133)|Rot(x:7.542902|y:90.00005|z:8.612259E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:358.8347|y:87.00067|z:0.1489252),Pos(x:-0.5925573|y:1.23878|z:1.30404)|Rot(x:1.25713|y:87.00694|z:0.1489235),Pos(x:-0.5919837|y:1.265118|z:1.304139)|Rot(x:3.376087|y:73.40485|z:359.3367),Pos(x:-0.5904424|y:1.290871|z:1.304286)|Rot(x:3.37608|y:73.40485|z:359.3367),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:358.8416|y:85.00112|z:356.4679),Pos(x:-0.5888246|y:1.22309|z:1.281075)|Rot(x:1.264043|y:85.01162|z:356.4679),Pos(x:-0.5883228|y:1.241437|z:1.279981)|Rot(x:3.690171|y:89.16393|z:356.7262),Pos(x:-0.5870732|y:1.260566|z:1.278903)|Rot(x:3.69021|y:89.16389|z:356.7262),No,,,2024-10-10 15:35:40,
