Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
F3_1,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),No,,,2024-10-10 19:24:18,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:331.8265|y:225.448|z:338.3285),Pos(x:-0.5852151|y:1.157975|z:1.378625)|Rot(x:331.919|y:225.4065|z:338.4997),Pos(x:-0.5825399|y:1.198223|z:1.406497)|Rot(x:332.1277|y:225.3144|z:338.8843),Pos(x:-0.5809231|y:1.221725|z:1.422537)|Rot(x:332.1277|y:225.3144|z:338.8842),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.7188|y:95.00375|z:359.7518),Pos(x:-0.5927739|y:1.242626|z:1.355407)|Rot(x:358.8172|y:94.99899|z:359.752),Pos(x:-0.5933174|y:1.268576|z:1.355342)|Rot(x:359.8058|y:94.99471|z:359.752),Pos(x:-0.5934184|y:1.295476|z:1.355234)|Rot(x:359.8058|y:94.99464|z:359.752),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:357.7955|y:90|z:0),Pos(x:-0.5954121|y:1.249161|z:1.328133)|Rot(x:358.7124|y:90|z:0),Pos(x:-0.596035|y:1.276873|z:1.328133)|Rot(x:359.5377|y:90|z:0),Pos(x:-0.5962633|y:1.305172|z:1.328133)|Rot(x:359.5376|y:90.00005|z:-2.614767E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:357.5287|y:86.99727|z:0.149033),Pos(x:-0.593616|y:1.238746|z:1.303985)|Rot(x:358.0588|y:86.99864|z:0.1489793),Pos(x:-0.5945107|y:1.265075|z:1.304006)|Rot(x:358.6118|y:73.41212|z:0.4887117),Pos(x:-0.5951726|y:1.290867|z:1.304039)|Rot(x:358.6118|y:73.41212|z:0.4887199),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:357.5356|y:84.99547|z:356.4681),Pos(x:-0.5897182|y:1.223062|z:1.280997)|Rot(x:358.0657|y:84.99776|z:356.468),Pos(x:-0.5902365|y:1.241402|z:1.279814)|Rot(x:358.8015|y:89.13499|z:356.3721),Pos(x:-0.5906188|y:1.26056|z:1.278593)|Rot(x:358.8016|y:89.13497|z:356.3721),No,,,2024-10-10 19:24:48,
F3_1,0.43,0.04,0.08,0,0.07,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:301.4147|y:244.3442|z:0.8143502),Pos(x:-0.5535219|y:1.144887|z:1.369213)|Rot(x:309.3668|y:245.8616|z:11.80972),Pos(x:-0.5155596|y:1.175328|z:1.375229)|Rot(x:325.909|y:255.0916|z:33.22925),Pos(x:-0.4986289|y:1.195071|z:1.363575)|Rot(x:325.909|y:255.0916|z:33.22922),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:22.40631|y:94.89162|z:359.7318),Pos(x:-0.573133|y:1.239128|z:1.353706)|Rot(x:60.04001|y:94.56368|z:359.5035),Pos(x:-0.5507355|y:1.25209|z:1.351692)|Rot(x:86.08028|y:278.6151|z:183.6297),Pos(x:-0.5239993|y:1.250255|z:1.349364)|Rot(x:86.08014|y:278.6159|z:183.6305),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:17.00035|y:90|z:0),Pos(x:-0.5779418|y:1.246892|z:1.328133)|Rot(x:46.30991|y:90|z:0),Pos(x:-0.5578982|y:1.26604|z:1.328133)|Rot(x:72.68851|y:90|z:0),Pos(x:-0.5308801|y:1.274461|z:1.328133)|Rot(x:72.68845|y:90.00014|z:0.0001377204),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:7.909129|y:87.02438|z:0.1503304),Pos(x:-0.5852174|y:1.238347|z:1.304423)|Rot(x:23.62489|y:87.06882|z:0.1625155),Pos(x:-0.5746776|y:1.262483|z:1.305038)|Rot(x:36.58098|y:70.11262|z:349.8635),Pos(x:-0.5588999|y:1.282877|z:1.305917)|Rot(x:36.58097|y:70.11263|z:349.8636),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:7.915992|y:85.04061|z:356.4702),Pos(x:-0.5826298|y:1.222723|z:1.281614)|Rot(x:23.63167|y:85.11464|z:356.4906),Pos(x:-0.5752043|y:1.239536|z:1.28112)|Rot(x:37.91011|y:90.4415|z:359.7517),Pos(x:-0.5634084|y:1.254684|z:1.280945)|Rot(x:37.91014|y:90.44144|z:359.7517),Yes,1,StressBall (UnityEngine.GameObject),2024-10-10 19:25:18,
F3_1,0.38,0,0,0,0.17,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:310.7839|y:218.4313|z:18.84569),Pos(x:-0.5568988|y:1.149148|z:1.369385)|Rot(x:317.0181|y:222.1799|z:26.45675),Pos(x:-0.5206171|y:1.18126|z:1.376894)|Rot(x:328.0519|y:231.4552|z:41.1651),Pos(x:-0.500048|y:1.199465|z:1.369296)|Rot(x:328.0519|y:231.4552|z:41.16506),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:11.35541|y:94.94406|z:359.7471),Pos(x:-0.581731|y:1.241747|z:1.354446)|Rot(x:64.53542|y:94.47318|z:359.4233),Pos(x:-0.5583895|y:1.252906|z:1.352358)|Rot(x:67.5993|y:275.5955|z:180.6507),Pos(x:-0.5336097|y:1.242656|z:1.350237)|Rot(x:67.59922|y:275.5956|z:180.6508),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:12.08412|y:90|z:0),Pos(x:-0.5823262|y:1.24803|z:1.328133)|Rot(x:50.61865|y:90|z:0),Pos(x:-0.5609006|y:1.265617|z:1.328133)|Rot(x:85.29972|y:90|z:0),Pos(x:-0.5326958|y:1.267936|z:1.328133)|Rot(x:85.29972|y:90.00065|z:0.0006459759),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:9.411736|y:87.02837|z:0.15093),Pos(x:-0.5840124|y:1.238163|z:1.304486)|Rot(x:38.26043|y:87.12112|z:0.1896258),Pos(x:-0.5677242|y:1.258848|z:1.305392)|Rot(x:61.15441|y:58.18087|z:334.3326),Pos(x:-0.5445244|y:1.270067|z:1.306636)|Rot(x:61.15439|y:58.18087|z:334.3326),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:9.418593|y:85.04728|z:356.4713),Pos(x:-0.5816129|y:1.222567|z:1.281703)|Rot(x:38.26707|y:85.20174|z:356.5357),Pos(x:-0.5701935|y:1.236977|z:1.281546)|Rot(x:64.15215|y:95.04111|z:5.3656),Pos(x:-0.5528989|y:1.245311|z:1.281823)|Rot(x:64.15218|y:95.04102|z:5.365524),Yes,1,StressBall (UnityEngine.GameObject),2024-10-10 19:25:48,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:319.9449|y:232.7003|z:348.0684),Pos(x:-0.5710772|y:1.154887|z:1.377528)|Rot(x:320.9973|y:232.4344|z:349.8719),Pos(x:-0.5522555|y:1.192395|z:1.402882)|Rot(x:323.3851|y:232.0013|z:353.8149),Pos(x:-0.5408288|y:1.215138|z:1.415706)|Rot(x:323.3851|y:232.0013|z:353.8148),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:357.9343|y:95.0028|z:359.7519),Pos(x:-0.5925985|y:1.242633|z:1.355392)|Rot(x:3.67934|y:94.97792|z:359.7515),Pos(x:-0.5909489|y:1.268535|z:1.355135)|Rot(x:8.849917|y:94.95526|z:359.7491),Pos(x:-0.5868362|y:1.295115|z:1.35466)|Rot(x:8.84996|y:94.95519|z:359.7491),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:0.1664306|y:90|z:0),Pos(x:-0.5932275|y:1.2492|z:1.328133)|Rot(x:4.567636|y:90|z:0),Pos(x:-0.59102|y:1.276831|z:1.328133)|Rot(x:8.528732|y:90|z:0),Pos(x:-0.5868229|y:1.304818|z:1.328133)|Rot(x:8.528701|y:90.00005|z:6.043243E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:0.3561963|y:87.00462|z:0.1488967),Pos(x:-0.5913233|y:1.238788|z:1.304105)|Rot(x:5.034929|y:87.0168|z:0.1494733),Pos(x:-0.5890179|y:1.265031|z:1.304294)|Rot(x:9.020401|y:73.27081|z:357.9569),Pos(x:-0.5848818|y:1.290496|z:1.304577)|Rot(x:9.020399|y:73.27081|z:357.9569),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:0.3631184|y:85.00771|z:356.4679),Pos(x:-0.5877832|y:1.223097|z:1.281166)|Rot(x:5.04182|y:85.02802|z:356.4688),Pos(x:-0.5860783|y:1.241377|z:1.280177)|Rot(x:9.483091|y:89.23819|z:357.1537),Pos(x:-0.5829065|y:1.260292|z:1.279266)|Rot(x:9.483129|y:89.23816|z:357.1537),No,,,2024-10-10 19:26:18,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:315.8533|y:234.848|z:349.7169),Pos(x:-0.5674771|y:1.153005|z:1.377288)|Rot(x:317.1482|y:234.5594|z:351.9149),Pos(x:-0.5445784|y:1.188592|z:1.402049)|Rot(x:320.0844|y:234.1684|z:356.6729),Pos(x:-0.5307455|y:1.210415|z:1.414078)|Rot(x:320.0844|y:234.1684|z:356.6728),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:2.36693|y:94.9836|z:359.7518),Pos(x:-0.5889902|y:1.242623|z:1.355076)|Rot(x:17.42054|y:94.91606|z:359.7401),Pos(x:-0.5812582|y:1.267389|z:1.354293)|Rot(x:30.96878|y:94.84507|z:359.7108),Pos(x:-0.5674773|y:1.290454|z:1.352989)|Rot(x:30.96884|y:94.84499|z:359.7108),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:1.153558|y:90|z:0),Pos(x:-0.5923178|y:1.249189|z:1.328133)|Rot(x:7.144749|y:90|z:0),Pos(x:-0.5888702|y:1.276693|z:1.328133)|Rot(x:12.53683|y:90|z:0),Pos(x:-0.5827271|y:1.304319|z:1.328133)|Rot(x:12.53679|y:90.00005|z:1.26821E-05),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:358.6982|y:87.00031|z:0.1489336),Pos(x:-0.592668|y:1.238777|z:1.304034)|Rot(x:0.9417516|y:87.00616|z:0.1489146),Pos(x:-0.5922392|y:1.265118|z:1.304125)|Rot(x:2.913114|y:73.40977|z:359.4489),Pos(x:-0.5909117|y:1.290883|z:1.304262)|Rot(x:2.913116|y:73.40977|z:359.4489),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:358.7051|y:85.00054|z:356.4679),Pos(x:-0.5889181|y:1.223088|z:1.281067)|Rot(x:0.9486674|y:85.01025|z:356.4679),Pos(x:-0.5885169|y:1.241437|z:1.279965)|Rot(x:3.215114|y:89.1598|z:356.6916),Pos(x:-0.5874257|y:1.260574|z:1.278872)|Rot(x:3.21515|y:89.15974|z:356.6916),No,,,2024-10-10 19:26:48,
F3_1,1,0,1,1,1,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:308.8076|y:214.8429|z:24.3012),Pos(x:-0.55492|y:1.147083|z:1.368823)|Rot(x:315.1169|y:219.832|z:31.48615),Pos(x:-0.5163559|y:1.176708|z:1.375078)|Rot(x:326.1897|y:231.2609|z:45.97988),Pos(x:-0.4949352|y:1.193164|z:1.365988)|Rot(x:326.1897|y:231.2609|z:45.97987),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:15.88043|y:94.92333|z:359.7422),Pos(x:-0.5781507|y:1.240876|z:1.354137)|Rot(x:59.60726|y:94.57108|z:359.5099),Pos(x:-0.5558514|y:1.254007|z:1.352131)|Rot(x:81.03362|y:276.5656|z:181.5912),Pos(x:-0.5293791|y:1.249816|z:1.349836)|Rot(x:81.03355|y:276.566|z:181.5916),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:15.22912|y:90|z:0),Pos(x:-0.57951|y:1.247345|z:1.328133)|Rot(x:51.48278|y:90|z:0),Pos(x:-0.5578216|y:1.264608|z:1.328133)|Rot(x:84.11111|y:90|z:0),Pos(x:-0.529671|y:1.267511|z:1.328133)|Rot(x:84.11104|y:90.00053|z:0.0005325638),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:14.38766|y:87.04189|z:0.1537181),Pos(x:-0.5800644|y:1.23733|z:1.30469)|Rot(x:48.63477|y:87.1728|z:0.225314),Pos(x:-0.5603219|y:1.25474|z:1.305769)|Rot(x:72.98466|y:34.43113|z:308.7001),Pos(x:-0.5349928|y:1.25946|z:1.307107)|Rot(x:72.98471|y:34.43113|z:308.7001),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:18.70731|y:85.0901|z:356.4817),Pos(x:-0.5754509|y:1.221018|z:1.282234)|Rot(x:49.48234|y:85.29626|z:356.6016),Pos(x:-0.5614558|y:1.232942|z:1.282292)|Rot(x:76.72121|y:104.4043|z:15.18089),Pos(x:-0.5427374|y:1.237198|z:1.282676)|Rot(x:76.72131|y:104.4041|z:15.18075),Yes,1,StressBall (UnityEngine.GameObject),2024-10-10 19:27:18,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:313.3919|y:236.3353|z:352.1376),Pos(x:-0.5645903|y:1.151885|z:1.376074)|Rot(x:315.8066|y:235.9808|z:356.0909),Pos(x:-0.5381978|y:1.186957|z:1.397921)|Rot(x:321.2646|y:236.0121|z:4.402148),Pos(x:-0.5222321|y:1.209123|z:1.406047)|Rot(x:321.2646|y:236.0122|z:4.402122),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:1.935973|y:94.98547|z:359.7519),Pos(x:-0.5893409|y:1.242637|z:1.355107)|Rot(x:15.01829|y:94.92735|z:359.7433),Pos(x:-0.5826499|y:1.267706|z:1.354413)|Rot(x:26.79236|y:94.86864|z:359.7222),Pos(x:-0.5705794|y:1.291718|z:1.353254)|Rot(x:26.79241|y:94.86857|z:359.7222),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:6.055392|y:90|z:0),Pos(x:-0.5878105|y:1.248905|z:1.328133)|Rot(x:19.80061|y:90|z:0),Pos(x:-0.5784205|y:1.274986|z:1.328133)|Rot(x:32.1713|y:90|z:0),Pos(x:-0.5633521|y:1.298941|z:1.328133)|Rot(x:32.17125|y:90.00005|z:2.824192E-05),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:3.850694|y:87.01372|z:0.1492292),Pos(x:-0.5884912|y:1.238684|z:1.304253)|Rot(x:14.01864|y:87.04087|z:0.1534673),Pos(x:-0.5821218|y:1.264244|z:1.304653)|Rot(x:22.52346|y:72.3377|z:354.4159),Pos(x:-0.5719877|y:1.287963|z:1.305245)|Rot(x:22.52345|y:72.3377|z:354.4159),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:3.857597|y:85.02285|z:356.4684),Pos(x:-0.5853929|y:1.223009|z:1.281374)|Rot(x:14.02547|y:85.06808|z:356.4755),Pos(x:-0.5808647|y:1.240813|z:1.28063)|Rot(x:23.36603|y:89.61673|z:358.2701),Pos(x:-0.5732496|y:1.25843|z:1.280102)|Rot(x:23.36607|y:89.61668|z:358.27),No,,,2024-10-10 19:27:48,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:311.2342|y:237.0686|z:349.0658),Pos(x:-0.5648836|y:1.15042|z:1.378169)|Rot(x:311.7221|y:236.932|z:349.9243),Pos(x:-0.5393693|y:1.182547|z:1.405017)|Rot(x:312.8243|y:236.6687|z:351.8207),Pos(x:-0.5243103|y:1.201723|z:1.419774)|Rot(x:312.8244|y:236.6688|z:351.8207),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:1.258767|y:94.98841|z:359.752),Pos(x:-0.589892|y:1.242652|z:1.355155)|Rot(x:8.068732|y:94.95872|z:359.7496),Pos(x:-0.5862724|y:1.268351|z:1.354727)|Rot(x:14.19771|y:94.93114|z:359.7442),Pos(x:-0.5797094|y:1.294429|z:1.35404)|Rot(x:14.19776|y:94.93106|z:359.7442),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:359.0541|y:90|z:0),Pos(x:-0.5942526|y:1.249192|z:1.328133)|Rot(x:1.776874|y:90|z:0),Pos(x:-0.5933931|y:1.276899|z:1.328133)|Rot(x:4.2274|y:90|z:0),Pos(x:-0.591307|y:1.305122|z:1.328133)|Rot(x:4.227364|y:90.00005|z:4.280514E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:358.8932|y:87.00082|z:0.1489196),Pos(x:-0.5925099|y:1.238781|z:1.304043)|Rot(x:1.379189|y:87.00727|z:0.1489414),Pos(x:-0.5918802|y:1.265117|z:1.304144)|Rot(x:3.550353|y:73.40278|z:359.2945),Pos(x:-0.5902585|y:1.290866|z:1.304296)|Rot(x:3.550353|y:73.40278|z:359.2945),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:358.9001|y:85.00138|z:356.4679),Pos(x:-0.5887846|y:1.223091|z:1.281078)|Rot(x:1.386091|y:85.01215|z:356.4679),Pos(x:-0.5882439|y:1.241437|z:1.279988)|Rot(x:3.868996|y:89.16557|z:356.7392),Pos(x:-0.5869347|y:1.260562|z:1.278915)|Rot(x:3.869026|y:89.16553|z:356.7392),No,,,2024-10-10 19:28:18,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:310.7594|y:237.3823|z:349.7856),Pos(x:-0.5641949|y:1.150217|z:1.377756)|Rot(x:311.6223|y:237.1639|z:351.2832),Pos(x:-0.5377837|y:1.182407|z:1.403644)|Rot(x:313.5753|y:236.8053|z:354.5472),Pos(x:-0.5220667|y:1.201963|z:1.417163)|Rot(x:313.5753|y:236.8054|z:354.5471),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:1.905185|y:94.98561|z:359.7519),Pos(x:-0.5893659|y:1.242638|z:1.355109)|Rot(x:14.9427|y:94.92769|z:359.7434),Pos(x:-0.5827079|y:1.267715|z:1.354418)|Rot(x:26.67646|y:94.86927|z:359.7225),Pos(x:-0.5706859|y:1.291752|z:1.353263)|Rot(x:26.6765|y:94.86922|z:359.7225),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:0.9986297|y:90|z:0),Pos(x:-0.5924606|y:1.249192|z:1.328133)|Rot(x:6.702259|y:90|z:0),Pos(x:-0.5892254|y:1.276722|z:1.328133)|Rot(x:11.83552|y:90|z:0),Pos(x:-0.583421|y:1.30442|z:1.328133)|Rot(x:11.83548|y:90.00005|z:1.003166E-05),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:359.919|y:87.00349|z:0.1488876),Pos(x:-0.5916779|y:1.238789|z:1.304086)|Rot(x:3.974637|y:87.01404|z:0.1492515),Pos(x:-0.5898579|y:1.26507|z:1.30425)|Rot(x:7.445516|y:73.32217|z:358.345),Pos(x:-0.5864428|y:1.290642|z:1.304495)|Rot(x:7.445505|y:73.32217|z:358.345),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:359.9259|y:85.00584|z:356.4679),Pos(x:-0.5880824|y:1.223098|z:1.28114)|Rot(x:3.98153|y:85.02341|z:356.4685),Pos(x:-0.5867147|y:1.241405|z:1.280122)|Rot(x:7.866434|y:89.21297|z:357.0331),Pos(x:-0.5840771|y:1.260399|z:1.279164)|Rot(x:7.866472|y:89.21294|z:357.0331),No,,,2024-10-10 19:28:48,
F3_1,0,0,0,0,0,Pos(x:-0.5875688|y:1.122002|z:1.353552)|Rot(x:333.6225|y:224.9453|z:341.9494),Pos(x:-0.5840954|y:1.159405|z:1.376293)|Rot(x:335.6351|y:224.2935|z:345.4255),Pos(x:-0.5792558|y:1.202631|z:1.398921)|Rot(x:340.2675|y:223.3406|z:352.9794),Pos(x:-0.5752346|y:1.229257|z:1.408258)|Rot(x:340.2675|y:223.3406|z:352.9794),Pos(x:-0.5908992|y:1.195834|z:1.355446)|Rot(x:2.82867|y:94.98161|z:359.7517),Pos(x:-0.5886146|y:1.242606|z:1.355044)|Rot(x:11.25152|y:94.94453|z:359.7472),Pos(x:-0.5835789|y:1.268063|z:1.354493)|Rot(x:18.83209|y:94.90929|z:359.738),Pos(x:-0.5749382|y:1.293523|z:1.353627)|Rot(x:18.83214|y:94.90924|z:359.738),Pos(x:-0.5933809|y:1.196394|z:1.328133)|Rot(x:0.7824373|y:90|z:0),Pos(x:-0.5926598|y:1.249195|z:1.328133)|Rot(x:5.976086|y:90|z:0),Pos(x:-0.5897738|y:1.276764|z:1.328133)|Rot(x:10.65035|y:90|z:0),Pos(x:-0.5845435|y:1.304576|z:1.328133)|Rot(x:10.65031|y:90.00005|z:6.515543E-06),Pos(x:-0.5916058|y:1.192253|z:1.303969)|Rot(x:359.7336|y:87.00301|z:0.1488873),Pos(x:-0.5918283|y:1.238789|z:1.304078)|Rot(x:3.418479|y:87.01258|z:0.1491618),Pos(x:-0.5902631|y:1.265086|z:1.304229)|Rot(x:6.580861|y:73.34573|z:358.5569),Pos(x:-0.587245|y:1.290708|z:1.304453)|Rot(x:6.580849|y:73.34573|z:358.5569),Pos(x:-0.5882433|y:1.183715|z:1.283566)|Rot(x:359.7405|y:85.00503|z:356.4679),Pos(x:-0.5882093|y:1.223098|z:1.281129)|Rot(x:3.425379|y:85.02099|z:356.4683),Pos(x:-0.5870187|y:1.241416|z:1.280095)|Rot(x:6.97898|y:89.20061|z:356.9673),Pos(x:-0.5846751|y:1.260447|z:1.279112)|Rot(x:6.979017|y:89.20059|z:356.9673),No,,,2024-10-10 19:29:18,
