Name,FFB_Thumb,FFB_Index,FFB_Middle,FFB_Ring,FFB_Pinky,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_FingerTip,Index_MCP,Index_PIP,Index_DIP,Index_FingerTip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_FingerTip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_FingerTip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_FingerTip,IsTouching,MaxForce,Material,TimeStamp,
M2_1,0,0,0,0,0,Pos(x:-0.5820366|y:1.117028|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.584217|y:1.160885|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5866516|y:1.209854|z:1.353552)|Rot(x:358.4391|y:146.7618|z:357.6198),Pos(x:-0.5880667|y:1.238319|z:1.353552)|Rot(x:358.4391|y:146.7619|z:357.6198),Pos(x:-0.5853671|y:1.19086|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5876924|y:1.237632|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5889812|y:1.263556|z:1.355446)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5903169|y:1.290422|z:1.355446)|Rot(x:357.1539|y:89.99994|z:8.761986E-06),Pos(x:-0.5878487|y:1.19142|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5904707|y:1.24416|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5918471|y:1.271846|z:1.328133)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5932523|y:1.300111|z:1.328133)|Rot(x:357.1538|y:90.00005|z:-1.282242E-06),Pos(x:-0.5860737|y:1.187279|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5883844|y:1.233758|z:1.303969)|Rot(x:357.1538|y:90|z:0),Pos(x:-0.5896925|y:1.26007|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689773),Pos(x:-0.5909736|y:1.285838|z:1.303969)|Rot(x:357.2335|y:76.4001|z:0.6689875),Pos(x:-0.5827112|y:1.178741|z:1.283566)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5846661|y:1.218064|z:1.280964)|Rot(x:357.1538|y:90|z:356.2199),Pos(x:-0.5855771|y:1.236388|z:1.279752)|Rot(x:357.4341|y:94.13728|z:356.0245),Pos(x:-0.5865284|y:1.255522|z:1.278486)|Rot(x:357.4341|y:94.13724|z:356.0245),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 19:55:40,
M2_1,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:323.8557|y:230.3967|z:344.4798),Pos(x:-0.5762415|y:1.156169|z:1.378514)|Rot(x:324.0468|y:230.3319|z:344.82),Pos(x:-0.5630513|y:1.194474|z:1.406131)|Rot(x:324.4779|y:230.1915|z:345.5816),Pos(x:-0.5552748|y:1.216939|z:1.42185)|Rot(x:324.4779|y:230.1916|z:345.5815),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:5.893822|y:94.96827|z:359.7507),Pos(x:-0.5865365|y:1.242416|z:1.354827)|Rot(x:26.4148|y:94.8707|z:359.7231),Pos(x:-0.5750421|y:1.265662|z:1.353721)|Rot(x:44.88358|y:94.7469|z:359.6501),Pos(x:-0.5561386|y:1.284721|z:1.351987)|Rot(x:44.88362|y:94.74682|z:359.65),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:2.169261|y:90|z:0),Pos(x:-0.5917923|y:1.249162|z:1.328133)|Rot(x:9.786575|y:90|z:0),Pos(x:-0.5870806|y:1.276478|z:1.328133)|Rot(x:16.64216|y:90|z:0),Pos(x:-0.5789757|y:1.303593|z:1.328133)|Rot(x:16.64212|y:90.00005|z:1.24754E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:357.2782|y:86.99662|z:0.1490624),Pos(x:-0.5942293|y:1.238737|z:1.303974)|Rot(x:357.4505|y:86.99706|z:0.1490461),Pos(x:-0.5954031|y:1.265055|z:1.303981)|Rot(x:357.7076|y:73.40269|z:0.7075142),Pos(x:-0.5964831|y:1.290832|z:1.303992)|Rot(x:357.7076|y:73.40269|z:0.7075225),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:357.2851|y:84.99438|z:356.4681),Pos(x:-0.5902998|y:1.223054|z:1.280982)|Rot(x:357.4574|y:84.99512|z:356.4681),Pos(x:-0.5910119|y:1.241387|z:1.279782)|Rot(x:357.8737|y:89.13292|z:356.3051),Pos(x:-0.591704|y:1.260534|z:1.278534)|Rot(x:357.8737|y:89.13288|z:356.3051),No,,,2024-10-11 19:56:10,
M2_1,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:314.6168|y:236.3837|z:356.278),Pos(x:-0.5635824|y:1.152779|z:1.373195)|Rot(x:320.6532|y:236.5044|z:5.41569),Pos(x:-0.535221|y:1.190525|z:1.386414)|Rot(x:333.7395|y:240.5824|z:24.01241),Pos(x:-0.5194911|y:1.213872|z:1.38197)|Rot(x:333.7395|y:240.5824|z:24.01239),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:3.89859|y:94.97697|z:359.7515),Pos(x:-0.5881552|y:1.242555|z:1.354968)|Rot(x:28.70056|y:94.85811|z:359.7173),Pos(x:-0.5757461|y:1.265322|z:1.353785)|Rot(x:51.02222|y:94.68742|z:359.6058),Pos(x:-0.5549198|y:1.282242|z:1.351891)|Rot(x:51.02226|y:94.68731|z:359.6057),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:6.748828|y:90|z:0),Pos(x:-0.5875856|y:1.248834|z:1.328133)|Rot(x:23.4058|y:90|z:0),Pos(x:-0.5765743|y:1.274272|z:1.328133)|Rot(x:38.3971|y:90|z:0),Pos(x:-0.5589969|y:1.296452|z:1.328133)|Rot(x:38.39706|y:90.00006|z:3.486011E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:359.984|y:87.00364|z:0.1488938),Pos(x:-0.5920354|y:1.238789|z:1.304089)|Rot(x:4.304115|y:87.0149|z:0.1493124),Pos(x:-0.5900645|y:1.265059|z:1.304261)|Rot(x:7.996865|y:73.30545|z:358.2095),Pos(x:-0.5863966|y:1.290596|z:1.304519)|Rot(x:7.996853|y:73.30545|z:358.2095),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:359.9909|y:85.0061|z:356.4679),Pos(x:-0.5884482|y:1.223098|z:1.281144)|Rot(x:4.311012|y:85.02482|z:356.4686),Pos(x:-0.5869756|y:1.241397|z:1.280135)|Rot(x:8.432374|y:89.22141|z:357.0752),Pos(x:-0.5841508|y:1.260365|z:1.279194)|Rot(x:8.432413|y:89.22135|z:357.0752),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 19:56:40,
M2_1,0.03,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:314.7812|y:235.7847|z:352.9907),Pos(x:-0.5654107|y:1.152702|z:1.375379)|Rot(x:318.9211|y:235.416|z:359.5718),Pos(x:-0.5390948|y:1.18966|z:1.393967)|Rot(x:328.18|y:236.6903|z:13.07713),Pos(x:-0.5233212|y:1.213249|z:1.396616)|Rot(x:328.18|y:236.6903|z:13.0771),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:2.028074|y:94.9851|z:359.7519),Pos(x:-0.5896761|y:1.242634|z:1.3551)|Rot(x:40.74332|y:94.78026|z:359.6727),Pos(x:-0.572807|y:1.262299|z:1.353541)|Rot(x:75.58582|y:94.02907|z:359.0038),Pos(x:-0.546855|y:1.268994|z:1.351244)|Rot(x:75.58585|y:94.02888|z:359.0037),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:8.734765|y:90|z:0),Pos(x:-0.585772|y:1.248587|z:1.328133)|Rot(x:34.94284|y:90|z:0),Pos(x:-0.5698954|y:1.27131|z:1.328133)|Rot(x:58.53011|y:90|z:0),Pos(x:-0.5457579|y:1.286084|z:1.328133)|Rot(x:58.53008|y:90.00009|z:8.831281E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:2.404193|y:87.00994|z:0.1490227),Pos(x:-0.5900729|y:1.238748|z:1.304192)|Rot(x:11.90157|y:87.03506|z:0.1521628),Pos(x:-0.5846508|y:1.264526|z:1.304543)|Rot(x:19.88993|y:72.59563|z:355.1483),Pos(x:-0.5756525|y:1.2887|z:1.305076)|Rot(x:19.88992|y:72.59563|z:355.1484),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:2.411101|y:85.01657|z:356.4681),Pos(x:-0.5867919|y:1.223063|z:1.281288)|Rot(x:11.90841|y:85.05843|z:356.4733),Pos(x:-0.5829217|y:1.24102|z:1.280487)|Rot(x:20.65407|y:89.5175|z:358.0367),Pos(x:-0.5761482|y:1.258975|z:1.279887)|Rot(x:20.6541|y:89.51744|z:358.0367),Yes,1,StressBall (UnityEngine.GameObject),2024-10-11 19:57:10,
M2_1,0.1,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:313.779|y:236.599|z:355.2159),Pos(x:-0.5636191|y:1.152277|z:1.374002)|Rot(x:319.8677|y:236.5803|z:4.5272),Pos(x:-0.5351924|y:1.189647|z:1.388124)|Rot(x:333.1106|y:240.511|z:23.34354),Pos(x:-0.519332|y:1.212985|z:1.384119)|Rot(x:333.1105|y:240.511|z:23.34351),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.695527|y:94.98653|z:359.752),Pos(x:-0.5899468|y:1.242643|z:1.355124)|Rot(x:35.52485|y:94.81684|z:359.6953),Pos(x:-0.57493|y:1.263767|z:1.35372)|Rot(x:65.97075|y:94.43768|z:359.3911),Pos(x:-0.5504584|y:1.27472|z:1.351534)|Rot(x:65.9708|y:94.43755|z:359.3909),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:7.63998|y:90|z:0),Pos(x:-0.5867708|y:1.248731|z:1.328133)|Rot(x:29.26447|y:90|z:0),Pos(x:-0.5732203|y:1.272913|z:1.328133)|Rot(x:48.72653|y:90|z:0),Pos(x:-0.5519509|y:1.291581|z:1.328133)|Rot(x:48.72648|y:90.00008|z:5.694809E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:2.385821|y:87.0099|z:0.1490224),Pos(x:-0.5900878|y:1.238749|z:1.304191)|Rot(x:11.5577|y:87.03416|z:0.1519851),Pos(x:-0.5848203|y:1.264559|z:1.304534)|Rot(x:19.27306|y:72.65024|z:355.3162),Pos(x:-0.5760909|y:1.288832|z:1.305054)|Rot(x:19.27305|y:72.65022|z:355.3162),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:2.392718|y:85.01651|z:356.4681),Pos(x:-0.5868044|y:1.223064|z:1.281287)|Rot(x:11.56454|y:85.05687|z:356.473),Pos(x:-0.5830417|y:1.241042|z:1.280477)|Rot(x:20.01922|y:89.4962|z:357.9834),Pos(x:-0.5764673|y:1.259071|z:1.279859)|Rot(x:20.01926|y:89.49617|z:357.9834),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-11 19:57:40,
M2_1,0.09,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:317.4686|y:234.4842|z:352.6974),Pos(x:-0.5672562|y:1.154098|z:1.3752)|Rot(x:321.7066|y:234.1012|z:359.4265),Pos(x:-0.5429329|y:1.192577|z:1.393412)|Rot(x:331.1851|y:235.3711|z:13.33047),Pos(x:-0.5282003|y:1.216876|z:1.3956)|Rot(x:331.1851|y:235.3712|z:13.33044),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:3.191955|y:94.98004|z:359.7516),Pos(x:-0.5887294|y:1.242591|z:1.355018)|Rot(x:39.90629|y:94.78648|z:359.6768),Pos(x:-0.5721484|y:1.262501|z:1.353482)|Rot(x:72.94827|y:94.18541|z:359.1544),Pos(x:-0.5465313|y:1.270388|z:1.35121)|Rot(x:72.94833|y:94.18522|z:359.1542),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:9.063131|y:90|z:0),Pos(x:-0.5854731|y:1.248541|z:1.328133)|Rot(x:34.897|y:90|z:0),Pos(x:-0.5696146|y:1.271276|z:1.328133)|Rot(x:58.1475|y:90|z:0),Pos(x:-0.5455763|y:1.28621|z:1.328133)|Rot(x:58.14744|y:90.00009|z:7.765471E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:1.798746|y:87.00838|z:0.1489697),Pos(x:-0.5905637|y:1.238766|z:1.304166)|Rot(x:9.816548|y:87.02945|z:0.1511056),Pos(x:-0.5860818|y:1.264725|z:1.304468)|Rot(x:16.57871|y:72.86436|z:356.0352),Pos(x:-0.5785382|y:1.289393|z:1.304927)|Rot(x:16.57871|y:72.86436|z:356.0352),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:1.805655|y:85.01395|z:356.468),Pos(x:-0.5872061|y:1.223078|z:1.281252)|Rot(x:9.823413|y:85.04908|z:356.4716),Pos(x:-0.5839891|y:1.241161|z:1.280395)|Rot(x:17.24779|y:89.41148|z:357.756),Pos(x:-0.5782932|y:1.259483|z:1.279701)|Rot(x:17.24784|y:89.41143|z:357.756),Yes,0.3,StressBall (UnityEngine.GameObject),2024-10-11 19:58:10,
M2_1,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:316.3116|y:234.7188|z:350.4674),Pos(x:-0.5677611|y:1.153316|z:1.376766)|Rot(x:318.452|y:234.3228|z:354.0286),Pos(x:-0.5444634|y:1.189811|z:1.399772)|Rot(x:323.3062|y:234.0837|z:1.592676),Pos(x:-0.530212|y:1.212655|z:1.409117)|Rot(x:323.3062|y:234.0838|z:1.592639),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:4.688377|y:94.97353|z:359.7512),Pos(x:-0.5875139|y:1.242507|z:1.354912)|Rot(x:47.35886|y:94.7246|z:359.634),Pos(x:-0.5684993|y:1.260089|z:1.353174)|Rot(x:85.75614|y:91.65065|z:356.6476),Pos(x:-0.5417754|y:1.262076|z:1.35083)|Rot(x:85.75629|y:91.64958|z:356.6465),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:12.1046|y:90|z:0),Pos(x:-0.582718|y:1.248026|z:1.328133)|Rot(x:49.98475|y:90|z:0),Pos(x:-0.5614883|y:1.265849|z:1.328133)|Rot(x:84.07688|y:90|z:0),Pos(x:-0.5333394|y:1.26877|z:1.328133)|Rot(x:84.07676|y:90.00058|z:0.0005460443),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:7.171316|y:87.02242|z:0.1500665),Pos(x:-0.5862209|y:1.238425|z:1.304392)|Rot(x:28.71319|y:87.08525|z:0.1697745),Pos(x:-0.5735848|y:1.26153|z:1.305114)|Rot(x:46.39496|y:67.25986|z:345.5337),Pos(x:-0.5544098|y:1.27876|z:1.306162)|Rot(x:46.39496|y:67.25986|z:345.5337),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:7.178205|y:85.03737|z:356.4698),Pos(x:-0.5835407|y:1.222789|z:1.281571)|Rot(x:28.71991|y:85.14201|z:356.5027),Pos(x:-0.5746588|y:1.238884|z:1.2812)|Rot(x:48.18666|y:91.49118|z:1.217815),Pos(x:-0.5603461|y:1.251682|z:1.281236)|Rot(x:48.1867|y:91.49112|z:1.217757),No,,,2024-10-11 19:58:40,
M2_1,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:319.6396|y:233.0126|z:349.4233),Pos(x:-0.5704998|y:1.154893|z:1.376809)|Rot(x:321.6813|y:232.6006|z:352.8347),Pos(x:-0.5502521|y:1.193061|z:1.399987)|Rot(x:326.3198|y:232.2484|z:0.1328023),Pos(x:-0.5377153|y:1.216777|z:1.409611)|Rot(x:326.3198|y:232.2484|z:0.1327613),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:2.277469|y:94.984|z:359.7519),Pos(x:-0.5894732|y:1.242626|z:1.355083)|Rot(x:38.85221|y:94.79413|z:359.6816),Pos(x:-0.5732599|y:1.26284|z:1.353578)|Rot(x:71.76868|y:94.24107|z:359.2074),Pos(x:-0.5478103|y:1.271255|z:1.351318)|Rot(x:71.76868|y:94.24087|z:359.2072),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:8.753142|y:90|z:0),Pos(x:-0.5857553|y:1.248585|z:1.328133)|Rot(x:34.10756|y:90|z:0),Pos(x:-0.5702116|y:1.271536|z:1.328133)|Rot(x:56.92653|y:90|z:0),Pos(x:-0.546497|y:1.28698|z:1.328133)|Rot(x:56.92648|y:90.00008|z:6.258022E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:3.003777|y:87.0115|z:0.1491008),Pos(x:-0.5895872|y:1.238725|z:1.304217)|Rot(x:13.62814|y:87.0398|z:0.1532097),Pos(x:-0.5833919|y:1.264328|z:1.304608)|Rot(x:22.54305|y:72.33561|z:354.4104),Pos(x:-0.5732493|y:1.288043|z:1.305201)|Rot(x:22.54305|y:72.33562|z:354.4104),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:3.010677|y:85.01918|z:356.4682),Pos(x:-0.5863819|y:1.223044|z:1.281324)|Rot(x:13.63496|y:85.06629|z:356.4751),Pos(x:-0.5819746|y:1.240878|z:1.28057)|Rot(x:23.38623|y:89.61752|z:358.2718),Pos(x:-0.5743534|y:1.258493|z:1.280041)|Rot(x:23.38626|y:89.61748|z:358.2718),No,,,2024-10-11 19:59:10,
M2_1,0,0,0.01,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:315.3182|y:235.523|z:352.9379),Pos(x:-0.5657746|y:1.152987|z:1.375349)|Rot(x:319.9737|y:235.1512|z:0.3047155),Pos(x:-0.5397478|y:1.190531|z:1.393153)|Rot(x:330.3427|y:236.8862|z:15.35657),Pos(x:-0.5242345|y:1.214414|z:1.394261)|Rot(x:330.3427|y:236.8862|z:15.35653),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:0.6563499|y:94.99103|z:359.752),Pos(x:-0.5907927|y:1.24266|z:1.355198)|Rot(x:46.95639|y:94.72836|z:359.6367),Pos(x:-0.5719017|y:1.260376|z:1.35347)|Rot(x:88.6052|y:84.7554|z:349.7586),Pos(x:-0.5451118|y:1.261021|z:1.351126)|Rot(x:88.60563|y:84.75191|z:349.7551),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:12.57014|y:90|z:0),Pos(x:-0.5822989|y:1.247934|z:1.328133)|Rot(x:61.53668|y:90|z:0),Pos(x:-0.55793|y:1.261145|z:1.328133)|Rot(x:74.39345|y:270|z:180),Pos(x:-0.5306734|y:1.253531|z:1.328133)|Rot(x:74.39346|y:269.9998|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:7.57481|y:87.02349|z:0.1502013),Pos(x:-0.5858963|y:1.238383|z:1.304409)|Rot(x:33.16693|y:87.10101|z:0.1778741),Pos(x:-0.5715065|y:1.260435|z:1.30522)|Rot(x:53.93484|y:63.71356|z:340.8991),Pos(x:-0.5500984|y:1.274788|z:1.306378)|Rot(x:53.93484|y:63.71356|z:340.8991),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:7.581678|y:85.03914|z:356.4701),Pos(x:-0.5832668|y:1.222754|z:1.281595)|Rot(x:33.17361|y:85.16824|z:356.5161),Pos(x:-0.5731665|y:1.238115|z:1.281327)|Rot(x:56.22328|y:92.82899|z:2.86228),Pos(x:-0.5571992|y:1.248776|z:1.281498)|Rot(x:56.2233|y:92.82893|z:2.862225),Yes,0.1,StressBall (UnityEngine.GameObject),2024-10-11 19:59:40,
M2_1,0.24,0.13,0.25,0.29,0.15,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:316.3542|y:223.4745|z:16.17228),Pos(x:-0.5590762|y:1.15252|z:1.366261)|Rot(x:324.5814|y:227.6912|z:27.01683),Pos(x:-0.5253637|y:1.188116|z:1.36683)|Rot(x:338.9193|y:240.3497|z:49.10034),Pos(x:-0.5088739|y:1.205527|z:1.351429)|Rot(x:338.9192|y:240.3497|z:49.10032),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:29.50063|y:94.85358|z:359.7151),Pos(x:-0.5683517|y:1.236592|z:1.353263)|Rot(x:75.6935|y:94.02149|z:358.9965),Pos(x:-0.5432984|y:1.243005|z:1.351046)|Rot(x:62.72816|y:275.4749|z:180.5412),Pos(x:-0.5194744|y:1.230679|z:1.349018)|Rot(x:62.72814|y:275.475|z:180.5413),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:29.50292|y:90|z:0),Pos(x:-0.5677862|y:1.242352|z:1.328133)|Rot(x:75.7159|y:90|z:0),Pos(x:-0.5409236|y:1.249192|z:1.328133)|Rot(x:62.69248|y:270|z:180),Pos(x:-0.5157775|y:1.236209|z:1.328133)|Rot(x:62.69253|y:269.9999|z:179.9999),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:24.10077|y:87.0703|z:0.1631147),Pos(x:-0.573045|y:1.234733|z:1.305073)|Rot(x:62.59065|y:87.29079|z:0.3234136),Pos(x:-0.5496917|y:1.24686|z:1.306327)|Rot(x:74.77488|y:329.2309|z:241.3555),Pos(x:-0.5241315|y:1.243612|z:1.307656)|Rot(x:74.77493|y:329.2309|z:241.3555),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:18.71569|y:85.09013|z:356.4817),Pos(x:-0.5758557|y:1.221016|z:1.282235)|Rot(x:49.50269|y:85.2965|z:356.6017),Pos(x:-0.5618564|y:1.232935|z:1.282293)|Rot(x:76.75056|y:104.4482|z:15.22595),Pos(x:-0.5431357|y:1.237181|z:1.282677)|Rot(x:76.75066|y:104.4481|z:15.22578),Yes,0.5,StressBall (UnityEngine.GameObject),2024-10-11 20:00:10,
M2_1,0,0,0,0,0,Pos(x:-0.587979|y:1.122002|z:1.353552)|Rot(x:317.4961|y:234.4795|z:352.7497),Pos(x:-0.5672446|y:1.154116|z:1.375162)|Rot(x:322.1131|y:234.0995|z:0.05377896),Pos(x:-0.5428277|y:1.192812|z:1.392781)|Rot(x:332.4051|y:235.7236|z:15.08878),Pos(x:-0.5281166|y:1.217199|z:1.393829)|Rot(x:332.4051|y:235.7236|z:15.08875),Pos(x:-0.5913095|y:1.195834|z:1.355446)|Rot(x:1.737101|y:94.98635|z:359.7519),Pos(x:-0.589913|y:1.242642|z:1.355121)|Rot(x:42.49976|y:94.76665|z:359.6637),Pos(x:-0.5724511|y:1.261778|z:1.353512)|Rot(x:79.18431|y:93.69582|z:358.6785),Pos(x:-0.5461308|y:1.266825|z:1.35119)|Rot(x:79.18431|y:93.69551|z:358.6782),Pos(x:-0.5937911|y:1.196394|z:1.328133)|Rot(x:9.579516|y:90|z:0),Pos(x:-0.5850035|y:1.248463|z:1.328133)|Rot(x:39.61353|y:90|z:0),Pos(x:-0.5673293|y:1.269818|z:1.328133)|Rot(x:66.64415|y:90|z:0),Pos(x:-0.5413482|y:1.281037|z:1.328133)|Rot(x:66.64411|y:90.0001|z:9.045099E-05),Pos(x:-0.5920161|y:1.192253|z:1.303969)|Rot(x:6.153892|y:87.01975|z:0.149758),Pos(x:-0.5870405|y:1.238521|z:1.30435)|Rot(x:25.32179|y:87.07414|z:0.1647185),Pos(x:-0.5757917|y:1.262334|z:1.305001)|Rot(x:41.16378|y:68.96214|z:348.012),Pos(x:-0.5583636|y:1.281334|z:1.305962)|Rot(x:41.16378|y:68.96214|z:348.0121),Pos(x:-0.5886536|y:1.183715|z:1.283566)|Rot(x:6.160772|y:85.03292|z:356.4693),Pos(x:-0.5842326|y:1.222871|z:1.281511)|Rot(x:25.32855|y:85.1235|z:356.4942),Pos(x:-0.5763144|y:1.239458|z:1.281058)|Rot(x:42.69062|y:90.86335|z:0.3712291),Pos(x:-0.5632959|y:1.25357|z:1.280986)|Rot(x:42.69067|y:90.8633|z:0.3711967),Yes,0,StressBall (UnityEngine.GameObject),2024-10-11 20:00:40,
